사용장소,주소,사용금액,lat,lng,거리
서연,서울 관악구 보라매로3길 17 서연,227000,37.491341,126.926175,2678.138420285524
서울 금천구 가산로 33,서울 금천구 범안로 서울 금천구 가산로 33,204000,37.4661696,126.8943207,5219.413743565476
서울김밥,서울 관악구 신림로 328 서울김밥,84500,37.4834152,126.9299715,1991.7054778462332
서울닭튀김,서울 관악구 남부순환로 1727-8 서울닭튀김,25800,37.4827049,126.9423558,957.7876502705641
서울대곱창,서울 관악구 관악로 168 서울대곱창,312500,37.4801549,126.9529757,262.53553438964343
서울대학교생활협동조합,서울 관악구 관악로 1 서울대학교생활협동조합,2988000,37.4602626,126.9535979,1991.193712788464
서울미트볼,서울 관악구 봉천로 600 서울미트볼,34200,37.4760809,126.9636634,1094.3677393751786
서울삼족탕,서울 관악구 남부순환로 1976 서울삼족탕,467000,37.4751083,126.9680431,1495.0496932960796
서지초가뜰주식회사,강원 강릉시 난곡길76번길 43-8 서지초가뜰주식회사,45000,37.7913938,128.880959,173432.65875582915
선우정,서울 관악구 봉천로12길 60 선우정,672900,37.48608000000001,126.9299278,2102.3547092190706
설악한우직판장,강원 강릉시 회산로 297 설악한우직판장,1076200,37.7361254,128.8627002,170780.192871749
성암축산정육식당,서울 관악구 관천로 45 성암축산정육식당,390000,37.48329409999999,126.9262269,2305.885943036616
세계로마트,서울 관악구 남부순환로 1861 세계로마트,21500,37.4811908,126.9278154,2120.221404607084
세인트존스호텔,강원 강릉시 창해로 307 세인트존스호텔,257400,37.7911114,128.9210687,176887.99863362554
세컨드페이지,서울 관악구 관악로13길 20 세컨드페이지,114800,37.4794767,126.9510721,158.83649200654492
소곱소곱,서울 관악구 봉천로12길 42 소곱소곱,154000,37.4871692,126.9296093,2181.1712182911756
소담밥상,서울 관악구 양녕로 40-1 소담밥상,47000,37.4855895,126.947037,922.7228199306815
소담촌,서울 동작구 동작대로 43 소담촌,105400,37.4803752,126.9813677,2645.6414725571976
소문난생오리돌구이,서울 관악구 신림로32길 7 소문난생오리돌구이,53000,37.4749615,126.934949,1503.5586777075816
소문난순대국,서울 관악구 신림로38길 5-9 소문난순대국,52000,37.4770273,126.9379191,1206.388983529525
소문난참숯불꼼장어,서울 관악구 봉천로 483 소문난참숯불꼼장어,135000,37.4820389,126.9537793,481.68599792678395
소풍가는날,서울 관악구 봉천로 605 소풍가는날,165000,37.4760503,126.9645943,1175.5507343435195
소해,서울 관악구 관악로14길 8 소해,113000,37.4790747,126.9529942,169.47727834871858
소확행,서울 관악구 관악로12길 38 소확행,57400,37.4778018,126.954441,259.44744690498874
손칼국수만두찐빵,서울 관악구 남부순환로157길 63 손칼국수만두찐빵,10000,37.4846028,126.917026,3128.924605729296
솜씨,서울 용산구 이촌로65가길 78 솜씨,110000,37.5207447,126.975216,5182.671430866134
송가네감자탕,서울 관악구 서림길 32 송가네감자탕,104000,37.4746033,126.938002,1254.7907490649734
송백목감자탕,서울 동작구 노량진로 26 송백목감자탕,29000,37.5129294,126.9289203,4356.699589777432
송원마포갈비,서울 영등포구 도림로147길 2-1 송원마포갈비,160000,37.51664359999999,126.889236,6969.21168501084
숙이네생선구이,서울 관악구 청룡1길 19 숙이네생선구이,68000,37.4812114,126.9474471,499.57872951522455
숙이네조개전골,서울 관악구 관악로16길 41 숙이네조개전골,58000,37.4798126,126.9549218,355.55038732308344
숨은집,서울 관악구 남부순환로 1713-5 숨은집,1007000,37.4833525,126.9407128,1118.9146887525037
스타벅스,서울 관악구 남부순환로 1812 스타벅스,57900,37.4811125,126.9513217,336.1167225695988
스타벅스,서울 중구 소공로 112 스타벅스,20900,37.5644064,126.9796971,9913.914722444431
시골집,서울 관악구 낙성대로 22-7 시골집,5345000,37.47683079999999,126.9584614,628.0886076424579
시골집,서울 관악구 낙성대로 22-7  시골집,121000,37.47683079999999,126.9584614,628.0886076424579
시골집,서울 관악구 낙성대로 22-8 시골집,3292000,37.47683079999999,126.9584614,628.0886076424579
시골집,서울 관악구 낙성대로 22-8  시골집,381000,37.47683079999999,126.9584614,628.0886076424579
시골집영양탕삼계탕,서울 관악구 봉천로 308-2 시골집영양탕삼계탕,242000,37.4860873,126.9346225,1736.1275380584327
신림점비비큐,서울 관악구 신림로 122 신림점비비큐,29500,37.47130840000001,126.9358259,1577.4622639712225
신림제주흑돼지,서울 관악구 남부순환로 1649 신림제주흑돼지,200000,37.4846397,126.9278882,2208.9566516140058
신바람과일,서울 관악구 인헌길 14 신바람과일,2730000,37.4749903,126.9666044,1374.7877802411742
신부산횟집,서울 관악구 봉천로 484 신부산횟집,614000,37.4815493,126.9532068,411.90886120611617
신사식당,서울 관악구 조원로 132 신사식당,43000,37.4852154,126.9169109,3155.1972131008697
신선설농탕,서울 관악구 관악로 163 신선설농탕,48000,37.4798394,126.9520666,199.89872686757437
신세계페이먼츠,서울 중구 남대문시장10길 2 신세계페이먼츠,728790,37.5603331,126.9829626,9555.694238954042
신안바다장어,서울 관악구 봉천로 385 신안바다장어,408000,37.483344,126.9427821,967.3801180182259
신안산낙지철판,서울 관악구 봉천로 295 신안산낙지철판,85000,37.4871108,126.9338142,1856.6608086394426
심가면옥,서울 관악구 신림로 121 심가면옥,116500,37.4706847,126.9358097,1613.0195753293453
심통난초밥,서울 관악구 남부순환로 1827 심통난초밥,120000,37.4813457,126.9533492,395.82134963945265
싱싱회수산시장,서울 관악구 은천로 72-1 싱싱회수산시장,39000,37.486248,126.9433834,1156.73994803664
쌈마을,서울 관악구 남부순환로226길 31 쌈마을,4350000,37.4762397,126.9583907,640.0648377327882
아띠,서울 관악구 쑥고개로 137 아띠,69080,37.4788394,126.9517714,85.71168186297346
아리차이,서울 관악구 신림동길 4 아리차이,1605000,37.4876269,126.9282266,2312.902784986944
아웃백,서울 관악구 남부순환로 1840 아웃백,193900,37.48036200000001,126.954315,352.4980675374953
안성갈비,서울 관악구 난곡로 181 안성갈비,50000,37.4712695,126.9195201,2924.4166192984035
안씨네쭈꾸미,서울 관악구 남부순환로224길 31 안씨네쭈꾸미,165000,37.5563353,127.0796208,14259.346548453323
안집,서울 관악구 관악로 128 안집,705000,37.4766542,126.9527487,193.16096797543028
알곡찬&김밥,서울 관악구 미성3길 29 알곡찬&김밥,64000,37.4892779,126.9229935,2807.837973661364
압구정화룡짬뽕,서울 관악구 난우길 26-1 압구정화룡짬뽕,19500,37.475281,126.9183522,2943.894048506855
애슐리서울대입구점,서울 관악구 남부순환로 1820 애슐리서울대입구점,99800,37.4808479,126.9523143,314.06054341216475
양계장집아들,서울 관악구 쑥고개로 82 양계장집아들,83600,37.479178,126.9455554,540.299254616105
양은이동태탕동태찜코다리,서울 관악구 은천로 28 양은이동태탕동태찜코다리,32000,37.4859213,126.9380772,1471.51491214357
양지가정식,서울 관악구 남부순환로145길 6 양지가정식,100000,37.48185369999999,126.9124153,3476.2069979479134
양평서울해장국,서울 관악구 남부순환로 1465 양평서울해장국,90000,37.4818968,126.9134763,3383.876503536037
양평해장국,서울 관악구 봉천로 229 양평해장국,184000,37.4898766,126.92731,2506.2639634159077
양평해장국,서울 관악구 봉천로 380 양평해장국,88000,37.4898766,126.92731,2506.2639634159077
어도원,전북 군산시 상지곡3길 49 어도원,172000,35.9578641,126.7101222,170405.76843490262
어메칼국수,서울 관악구 관악로 154-6 어메칼국수,768500,37.47880200000001,126.9528193,138.7890184513996
어물전,서울 금천구 시흥대로152길 11-43 어물전,159000,37.4784551,126.9005501,4498.251130928222
어부사시가,서울 관악구 관악로14길 31 어부사시가,143000,37.4789367,126.9544847,277.55505932843545
어사출또,서울 관악구 봉천로49길 3 어사출또,143000,37.4825646,126.9516881,497.3195772806872
어시장,서울 관악구 봉천로25길 13 어시장,131000,37.4858379,126.9378464,1482.580067594558
어울더울생고기,경기 과천시 제비울길 43 어울더울생고기,731000,37.409469,126.993118,8468.325791003892
어회가,서울 관악구 신림동5길 48 어회가,229000,37.4850808,126.927514,2256.56536897888
얼큰수제비해물칼국수,서울 관악구 관악로 113 얼큰수제비해물칼국수,614500,37.4755233,126.9525324,299.37969849757735
엉뚱한생고기,서울 관악구 쑥고개로 65 엉뚱한생고기,117000,37.4796281,126.9428938,780.4171530859411
에스엠씨,서울 관악구 관천로 34 에스엠씨,105000,37.483015,126.9277803,2165.41968340894
엔조파스타&피자,서울 관악구 관악로 154 엔조파스타&피자,145800,37.4788977,126.9526427,133.1598517630449
여의도수제비,서울 관악구 미성3길 11 여의도수제비,180000,37.47401,126.9167188,3104.784863345129
연소바,서울 관악구 남부순환로 1802 연소바,58000,37.481105,126.950276,352.45445592791117
연이네닭도리탕,서울 관악구 남부순환로 1726 연이네닭도리탕,29000,37.5065462,127.0250496,7217.257845804791
영광수산장어1번가,경기 안양시 만안구 삼막로24번길 89 영광수산장어1번가,175000,37.42451459999999,126.9136779,6830.535508349978
영덕물회막회,서울 관악구 관악로16길 35 영덕물회막회,711000,37.4762397,126.9583907,640.0648377327882
영암팥칼국수,서울 관악구 청룡2길 29 영암팥칼국수,16000,37.4812273,126.9444842,712.2331870766274
옛골맛족발,서울 관악구 신림동길 8 옛골맛족발,65000,37.4874706,126.9277663,2341.2862765113127
옛골보리밥쭈꾸미,서울 관악구 신림로29길 3-30 옛골보리밥쭈꾸미,49000,37.4742525,126.93347,1649.4474747875822
옛날농장,서울 관악구 봉천로 262 옛날농장,215000,37.4880435,126.9301431,2187.0495227959896
옛날육개장,서울 관악구 관악로 154-6 옛날육개장,2664000,37.4788077,126.9528332,140.15879171718657
옛날집,서울 관악구 남부순환로185길 14 옛날집,196000,37.4853332,126.9324306,1867.1989019741575
옛날집,서울 관악구 봉천로 457-1 옛날집,179000,37.4825724,126.950919,500.8294493859787
옛터,서울 서초구 사평대로57길 63-4 옛터,273000,37.5069595,127.0219947,6996.959019188493
오뚜기식당,서울 관악구 승방1길 2 오뚜기식당,24000,37.4736361,126.9811415,2660.2024539398385
오리오리,서울 관악구 관악로12길 3-6 오리오리,2076000,37.4783647,126.9527904,115.7334347982723
오븐마루,서울특별시 관악구 중앙길 133 오븐마루,32900,37.4862647,126.9478756,963.8907260547958
오븐에빠진닭,서울 관악구 관악로 153 오븐에빠진닭,150700,37.478985,126.9520241,108.45863493302349
오삼,서울 관악구 신림동5길 31 오삼,169000,37.4858519,126.9276244,2278.4725679270095
오성손만두,서울 관악구 난곡로 233 오성손만두,80000,37.4751142,126.9165638,3102.7917539782748
오장면옥,서울 관악구 봉천로 227 오장면옥,81000,37.4899963,126.9270812,2530.4307583035916
오페라빈,서울 관악구 낙성대로 29 오페라빈,11500,37.4758182,126.9592758,729.3590331796997
옥돌집,서울 관악구 관악로 208 옥돌집,45000,37.4833333,126.9547222,647.3377491881014
옥천골,서울 관악구 청룡7길 41 옥천골,6801000,37.479686,126.9483704,329.8129708121184
옥천민물매운탕,서울 관악구 봉천로62길 10 옥천민물매운탕,150000,37.4773866,126.9587266,640.4299890420112
온돌,서울 관악구 봉천로 534 온돌,321000,37.4786512,126.956964,484.021269409917
올림반찬,서울 관악구 신림로58길 21 올림반찬,333000,37.4824714,126.9310229,1873.3617797701502
옷살,서울 관악구 관악로 164 옷살,45200,37.4795649,126.9528901,203.18098778065783
와사비,서울 관악구 남부순환로216길 13 와사비,530000,37.4808405,126.9491095,372.3726863619894
완산정,서울 관악구 봉천로 484 완산정,235500,37.4816345,126.9535927,433.9481610181186
왕세숫대야냉면,서울 관악구 쑥고개로 122 왕세숫대야냉면,45000,37.478827,126.9500188,155.83659673012068
왕십리곱창,서울 관악구 신림동 왕십리곱창,300000,37.4899341,126.9183806,3207.1268770419633
외래향,서울 관악구 남부순환로 1801 외래향,416000,37.4818013,126.9503522,425.00367396846127
용국이네숯불갈비,서울 관악구 은천로 41 용국이네숯불갈비,81000,37.4862779,126.9400779,1359.4776185112005
용궁,서울 관악구 양지길 10 용궁,208500,37.4873488,126.9270324,2393.588919442
우리가참김치,서울 관악구 관악로 148 우리가참김치,744000,37.4784177,126.9525726,99.28540717886806
우리동네고기집,서울 관악구 인헌6길 24 우리동네고기집,7319900,37.4740784,126.9654694,1309.1176699367913
우리설렁탕,서울 관악구 신림로 190 우리설렁탕,45000,37.4743661,126.9364618,1392.303597036983
우리식당,서울 금천구 범안로21길 8 우리식당,83000,37.4669622,126.8968136,4984.305204794567
우리집한식부페,서울 관악구 신림로 270 우리집한식부페,320000,37.4789558,126.9321539,1711.947344786842
우리참순대,서울 관악구 관악로 148 우리참순대,326000,37.4784177,126.9525726,99.28540717886806
우리축산정육점식당,서울 관악구 신림로65길 26 우리축산정육점식당,252000,37.4850484,126.9280418,2211.6363817482747
우림식당,서울 관악구 난곡로24길 7 우림식당,110000,37.4702368,126.920401,2882.1399293819754
우성각,서울 관악구 청림2길 2 우성각,790000,37.4878929,126.9582546,1240.9305888472372
우아한형제들,서울 마포구 마포대로 217 우아한형제들,16800,37.5168692,127.1127944,14866.240294605177
우장군곱창,서울 관악구 봉천로 487 우장군곱창,50000,37.4819153,126.9542627,488.8251814128129
우정회관,경기 안양시 만안구 예술공원로208번길 84 우정회관,79000,37.417941,126.933145,6882.6845035263905
우쥬커피,서울 관악구 관악로12길 5 우쥬커피,137900,37.4782112,126.9527541,109.32696709063734
울엄마밥상,서울 관악구 인헌4길 11 울엄마밥상,50000,37.474535,126.9661663,1351.3545108082162
원조정가네매운갈비찜,서울 관악구 남부순환로216길 8 원조정가네매운갈비찜,28000,37.4811071,126.9488841,408.06577082901555
원주추어탕,서울 영등포구 대림로22길 1 원주추어탕,63000,37.4935172,126.9013407,4748.381027383544
원할머니보쌈,서울 관악구 남부순환로 1855 원할머니보쌈,470000,37.4801839,126.9562519,477.5535199223414
위메프,경기 성남시 분당구 대왕판교로 위메프,149600,37.5096251,127.0633537,10470.553196395676
위메프,서울 구로구 디지털로33길 28 위메프,46200,37.4869767,126.8952883,5059.451867387171
유가네닭갈비,서울 관악구 남부순환로226길 9 유가네닭갈비,127500,37.4801936,126.9540821,324.74672000411016
유명한회집,서울 관악구 신림로 371 유명한회집,44000,37.48726449999999,126.928768,2252.02262979197
유진참치 서울대점,서울 관악구 관악로15길 6 유진참치 서울대점,92000,37.4803815,126.9520603,258.7236466776931
유창숯불갈비,서울 관악구 은천로23길 14 유창숯불갈비,500000,37.4872137,126.9482049,1055.5101373727668
유천칡냉면,서울 관악구 쑥고개로 104 유천칡냉면,338000,37.4787975,126.9481567,307.26328757314764
윤씨네집,서울 관악구 신림로67길 4 윤씨네집,78000,37.4862548,126.928928,2190.615039493167
은성숯불갈비,서울 관악구 남부순환로 1711 은성숯불갈비,1867100,37.4831934,126.9405635,1121.118051528345
은천식당,서울 관악구 봉천로 309 은천식당,300000,37.4865218,126.9351354,1723.1959834394477
이가네감자탕,서울 관악구 대학길 52 이가네감자탕,622000,37.4681138,126.9386862,1585.8910920966048
이가네바지락칼국수,서울 관악구 신림로 153 이가네바지락칼국수,72000,37.4725599,126.9329444,1751.2535594886506
이금옥샤브샤브칼국수,서울 관악구 관악로 132 이금옥샤브샤브칼국수,1158000,37.4769682,126.9527058,162.93096867407343
이대감명품막창,서울 관악구 장군봉1길 46 이대감명품막창,147000,37.4815551,126.9425814,877.9508231674805
이마트24 봉천태양점,서울 관악구 양녕로6길 38 이마트24 봉천태양점,20000,37.4843937,126.948802,740.5294866326572
이모네전칼국수,서울 관악구 관천로 27-1 이모네전칼국수,12000,37.4821866,126.9276406,2156.0553926046155
이태리부대찌개,서울 관악구 보라매로3길 17 이태리부대찌개,43000,37.4912612,126.9261675,2673.8229649728146
인생극장,서울 관악구 신림로 280 인생극장,29000,37.4795734,126.9314034,1783.0861966865757
일구칠구매운탕,서울 관악구 신림로26길 5 일구칠구매운탕,487000,37.4730784,126.9339627,1647.0111877905542
일로까페,서울 관악구 관악로 125 일로까페,24000,37.4765208,126.9522819,187.28099207684738
일송정,서울 광진구 아차산로49길 21 일송정,225000,37.537846,127.0842377,13460.426819684337
일커피,서울 관악구 쑥고개로 123 일커피,170000,37.4789958,126.9502284,152.07179016103507
자바인,서울 관악구 신림로23길 16 자바인,79000,37.4721822,126.9338443,1693.0013708968856
자연별곡,서울 관악구 관악로 195 자연별곡,862400,37.4823872,126.9530682,496.44862974947023
자연생고기,서울 관악구 난곡로66길 23 자연생고기,134000,37.4827677,126.9156833,3205.0018694972596
작은따옴표,서울 관악구 신원로 5-1 작은따옴표,930000,37.4798463,126.9278063,2101.9437020752853
장가네멸치쌈밥,서울 관악구 청룡1길 25 장가네멸치쌈밥,52000,37.481195,126.9477273,480.76980024894164
장군집,서울 관악구 청룡2길 19 장군집,263000,37.4813397,126.9455246,640.7103186309056
장보고마트,서울특별시 관악구 남부순환로230길 41 장보고마트,5304960,37.4781747,126.9555413,354.6114143925081
장수생삼겹살,서울 관악구 신림로73길 5 장수생삼겹살,290000,37.4888697,126.9277452,2416.1875092574646
장수집,서울 관악구 봉천로 486 장수집,208000,37.4816868,126.9538063,447.3927472309636
장수촌,서울 관악구 봉천로 382 장수촌,390000,37.4829762,126.942067,995.5305391008925
장수촌풍천장어,서울 관악구 봉천로 258 장수촌풍천장어,86000,37.488209,126.9298047,2222.114237277197
장충동영양족발,서울 관악구 남부순환로 1672 장충동영양족발,64000,37.4797388,126.9313932,1785.7702834331728
장터생고기,서울 관악구 행운1길 15 장터생고기,144000,37.4798492,126.958147,616.1529622829323
장터순대국,서울 관악구 관천로 29 장터순대국,743000,37.48233219999999,126.9276455,2159.1066313970587
쟝블랑제리,서울 관악구 낙성대역길 8 쟝블랑제리,539350,37.4770478,126.961929,925.5137023299856
전남건강원,경기 성남시 중원구 둔촌대로 79 전남건강원,250000,37.4302062,127.1279217,16456.15030487732
전라상회,서울 동작구 노들로 688 전라상회,130000,37.5149689,126.9413848,4196.741092019237
전설의옛날통닭,경기 안양시 만안구 만안로 461 전설의옛날통닭,389000,37.4186006,126.9087463,7617.336839810276
전주민속촌,서울 관악구 봉천로 473-5 전주민속촌,56000,37.4825601,126.9526945,507.2353303268579
전주전집,서울 관악구 남부순환로187길 8 전주전집,52000,37.4796356,126.9806238,2573.5384156826467
전주집,서울 강남구 삼성로100길 13 전주집,20000,37.509796,127.056436,9904.325296649622
전주콩나물국밥,서울 관악구 난곡로 294-1 전주콩나물국밥,200000,37.4802085,126.9150712,3225.2355826980925
전진식당,서울 금천구 금하로29길 13 전진식당,314000,37.4506425,126.9124277,4606.9777499469665
정가,서울 관악구 남부순환로 1710 정가,2617000,37.48272190000001,126.939923,1145.7402851888517
정가네,서울 관악구 남부순환로214길 48 정가네,10000,37.4794893,126.9472805,405.32492048830636
정가네감자탕＆부대찌,서울 관악구 신림로66길 20 정가네감자탕＆부대찌,47000,37.4781583,126.9592038,677.7249586337662
정가네왕갈비탕,서울 관악구 쑥고개로 116 정가네왕갈비탕,99000,37.4787874,126.9494514,198.47934927258487
정담,서울 관악구 청룡3길 21 정담,199000,37.4807665,126.9474665,465.296959389466
정담은보쌈,서울 관악구 남부순환로 1661 정담은보쌈,993500,37.4851023,126.9353354,1627.2039005698866
정수사,서울 관악구 관악로 263 정수사,165000,37.4877086,126.9572734,1183.3558404643968
정육점식당,서울 관악구 관악로14길 27 정육점식당,279000,37.4790377,126.9541027,250.58034835338265
정희네,서울 관악구 쑥고개로 100 정희네,135000,37.4789497,126.9473708,378.6383788367968
제주올레,서울 관악구 남현1길 40 제주올레,48000,37.4756752,126.979687,2499.7353482333706
제주은갈치,서울 관악구 관악로 139 제주은갈치,11714000,37.4776285,126.951919,62.40333858652518
조춘식동갑이네,서울 관악구 봉천로 461 조춘식동갑이네,43000,37.4825168,126.9512523,492.37764016239254
족팔려,서울 관악구 남현3길 75 족팔려,55000,37.475546,126.9806385,2584.7656493058444
종가집,서울 서초구 서초대로48길 108 종가집,210000,37.4881264,127.0124016,5486.266038741539
종가할머니보쌈,서울 관악구 남부순환로 1600-21 종가할머니보쌈,113000,37.483686,126.9291343,2071.1978509240575
종로계림닭도리탕원조,서울 관악구 관악로 152 종로계림닭도리탕원조,70000,37.4786593,126.9525782,112.27155686555292
종로빈대떡,서울 관악구 관악로15길 24 종로빈대떡,316000,37.480345,126.9510193,254.2313194818641
종손집,서울 관악구 난곡로65길 19 종손집,40000,37.4810442,126.9090343,3763.6625827773173
죠아찌쥬스,서울 관악구 신원로5길 33 죠아찌쥬스,42500,37.4824077,126.9270789,2209.731150902981
중국성,서울 관악구 남부순환로 1447 중국성,102000,37.4815247,126.91152,3550.539213862288
쥬스를만드는지금,서울 관악구 중앙2길 16 쥬스를만드는지금,18500,37.4844745,126.9539817,741.8845549008319
즉석빵집,서울 관악구 신림로 312 즉석빵집,13600,37.4821435,126.9301389,1940.011144215631
지리산삼계탕,서울 관악구 신림로 300 지리산삼계탕,100000,37.4812412,126.9301934,1914.489588332741
진갈비,서울 관악구 광신길 237 진갈비,86000,37.4849463,126.9335792,1757.213597860856
진미별미순대국,서울 관악구 원신2길 43 진미별미순대국,24000,37.4899341,126.9183806,3207.1268770419633
진부령황태촌,서울 관악구 관악로 112 진부령황태촌,87000,37.4752332,126.9530545,345.59040963708867
진우리참치,서울 관악구 봉천로 472 진우리참치,863000,37.48185650000001,126.9522114,422.7457016386199
진진식품,서울 관악구 난곡로 168 진진식품,312000,37.47006349999999,126.9201706,2907.3855871895535
짜장마을,서울 관악구 문성로 199 짜장마을,104000,37.4791362,126.9258073,2272.2565057190513
쭉심,서울 관악구 신원로 40-11 쭉심,231500,37.4816394,126.9295999,1974.3589097888912
차이나영,서울 관악구 신림로58길 14 차이나영,147500,37.4797388,126.9313932,1785.7702834331728
참이맛감자탕,서울 관악구 신림로 269 참이맛감자탕,83000,37.4756571,126.9810829,2622.441473953206
청능장,서울 관악구 쑥고개로 112 청능장,1009000,37.4789511,126.9488876,251.40698078322976
청주블루가든,충청북도 청주시 서원구 1순환로 886 청주블루가든,103500,36.6375954,127.4702172,104177.88601189405
청호,서울 관악구 서림길 24 청호,40000,37.4749133,126.9378032,1261.3868913058038
초대,서울 관악구 남부순환로 2082-37 초대,622000,37.476129,126.9801614,2536.507761386534
촌장골,서울 동작구 상도로 142 촌장골,130000,37.5023999,126.9354313,3052.949317484994
최상의우동,서울 관악구 신림로 210-1 최상의우동,60000,37.476192,126.9375182,1253.89248428673
추어탕전문점대령숙수,서울 관악구 봉천로 375 추어탕전문점대령숙수,504000,37.4835566,126.9417831,1052.4969679385804
춘천골숯불닭갈비,서울 관악구 신림동7길 46 춘천골숯불닭갈비,141000,37.4849991,126.9266246,2327.392061348686
취홍,서울 서초구 사임당로 46 취홍,259000,37.4882513,127.0150595,5718.812531963199
치킨더샵,서울 관악구 관악로 144 치킨더샵,27900,37.4779144,126.9526078,97.7005709583973
칠분도스시,서울 관악구 대학5길 23 칠분도스시,32800,37.4693386,126.9390182,1471.656880522218
카레마치,서울 관악구 신림로 330 카레마치,30000,37.5078919,127.0659124,10621.951895172835
카모메,서울 관악구 관악로 144 카모메,681400,37.4779144,126.9526078,97.7005709583973
카페덴,서울 관악구 봉천로 614 카페덴,8400,37.4755315,126.9651283,1233.854392149579
카페드구띠에,서울 관악구 남부순환로 1932 카페드구띠에,7600,37.4767935,126.9635496,1070.990350070233
카페딜,서울 관악구 대학5길 21 카페딜,54300,37.4693295,126.9389053,1479.809337790303
카페모아,서울 관악구 관악로 145 카페모아,452900,37.4830195,126.9411664,1065.4942606653096
카페미뇽,서울 관악구 관악로14길 76 카페미뇽,19100,37.5560201,126.9363655,8767.530566275784
카페베네,서울 관악구 남부순환로 2082-29 카페베네,83300,37.4761081,126.9806659,2581.062385464365
카페산다,서울 관악구 낙성대로 22-11 카페산다,34500,37.4771168,126.9584182,617.9955377533903
카페１번가,서울 종로구 청와대로 1 카페１번가,19900,37.586652,126.9767701,12274.675314158318
칼국수한마당,서울 관악구 관악로14길 16 칼국수한마당,25000,37.479035,126.9533893,195.0410683991702
커피나무,서울 관악구 남부순환로 1844 커피나무,25600,37.4802445,126.9547204,369.77836469895664
커피더알,서울 관악구 호암로24길 6 커피더알,12500,37.4698695,126.9335323,1832.2743670578054
커피볶는정,경기 안양시 만안구 만안구 삼막로96번길 19) 커피볶는정,39000,37.42702209999999,126.91583,6494.462975133067
커피빈,서울 관악구 관악로 161 커피빈,20700,37.4795693,126.9521709,173.69420655324026
커피빈,서울 관악구 신림로 318 커피빈,42000,37.4824096,126.9301269,1948.1145808502795
커피빈,인천 중구 공항로 272 커피빈,15900,37.4482114,126.4501617,44375.01538688803
컴포즈커피,서울 관악구 관악로12길 5 컴포즈커피,147900,37.4782112,126.9527541,109.32696709063734
코코미,서울 관악구 관악로 146 코코미,798000,37.4781971,126.9525941,95.12198911042228
콩심,서울 관악구 관악로 144 콩심,517000,37.4779144,126.9526078,97.7005709583973
콩심,서울 관악구 난곡로 227 콩심,23000,37.4743946,126.9166996,3100.4900399623652
쿠우쿠우,서울 관악구 남부순환로 1810 쿠우쿠우,496000,37.4912924,126.9238707,2847.349041151242
쿠우쿠우,서울 동작구 보라매로5가길 16 쿠우쿠우,167300,37.4912924,126.9238707,2847.349041151242
쿠팡,서울 구로구 디지털로26길 72 쿠팡,982420,37.4808105,126.8963107,4881.445676132926
쿠팡,서울 중구 세종대로 39 쿠팡,3837990,37.5606707,126.9737639,9389.279802485082
큰손숯불갈비,서울 관악구 신림로 132 큰손숯불갈비,329200,37.4715655,126.9349598,1632.071551381902
키다리식품,충북 보은군 마로면 적암길 56-18 키다리식품,31000,36.4476912,127.8690169,140613.2945676864
키친라밥,서울 관악구 남부순환로 1916 키친라밥,38000,37.47730850000001,126.9620568,933.5442890779262
킴스해물로스,서울 관악구 신림로 309 킴스해물로스,200000,37.4819831,126.9296437,1978.5677886566216
탄탄꼬기,서울 관악구 청룡2길 29 탄탄꼬기,166200,37.4813161,126.944574,710.2616252158658
탐나종합어시장,서울 관악구 남부순환로 1481 탐나종합어시장,58000,37.482192,126.9151014,3246.0888680816133
탐앤탐스,서울 관악구 신원로 35 탐앤탐스,58700,37.4822492,126.9288784,2050.977807389634
태능솔밭갈비,서울 동작구 상도로37길 7 태능솔밭갈비,58000,37.5029353,126.9488161,2772.5432307804754
태양수산,서울 관악구 남현1길 19 태양수산,159000,37.4759331,126.978553,2397.2232962040603
태창온누리약국,서울 관악구 쑥고개로 126-1 태창온누리약국,299200,37.4787117,126.9504747,115.28700378425589
태평양출장부페,서울 강서구 양천로 36-4 태평양출장부페,1800000,37.5724644,126.8078759,16449.6169236557
태평양킹참치,서울 관악구 신림로 272 태평양킹참치,266000,37.4841829,126.9273379,2238.986219944623
테라스,서울 강남구 테헤란로103길 8-7 테라스,11800,37.5102141,127.0646878,10603.375577063698
텐동요츠야,서울 관악구 남부순환로234길 18 텐동요츠야,240000,37.4789211,126.954465,275.33513579266
토방집등심생고기,서울 관악구 봉천로 456 토방집등심생고기,181000,37.4785051,126.9589921,660.5882372240444
토토김밥,서울 관악구 남부순환로160길 7 토토김밥,44500,37.4835553,126.9213896,2727.51087127514
통큰대박집,서울 관악구 원신길 11 통큰대박집,2985000,37.4698514,126.9332822,1852.4273243023872
통통갈비집,서울 관악구 신림로65길 통통갈비집,24000,37.4851597,126.9284936,2178.7619000484733
투썸플레이스,서울 관악구 관악로 157 투썸플레이스,40390,37.4793939,126.9519936,150.3651494839011
투썸플레이스,서울특별시 관악구 신림로 127 투썸플레이스,16400,37.4708249,126.9353151,1642.96782397697
트레블앤쿡,서울 관악구 관악로16길 13 트레블앤쿡,67900,37.480378,126.9534373,304.9671264457391
티라노,서울 관악구 남부순환로230길 39 티라노,310000,37.4782967,126.9555862,359.1675822123734
파리바게뜨,서울 관악구 관악로 168 파리바게뜨,249200,37.4802116,126.9531133,274.0665919248293
