사용자,사용일시,사용금액,사용장소,주소,사용내역
도시건설위원장,2019-05-18,85000,농장사람들,서울 관악구 남부순환로210길 6,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-05-22,200000,흥부보쌈,서울 관악구 신림로59길 15-13,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-05-23,180000,사랑방,서울 관악구 원신길 13,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-05-25,22000,이가네바지락칼국수,서울 관악구 신림로 153,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-05-25,34200,파리바게뜨,서울 관악구 신림로 199,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-05-25,129000,목포수산,서울 관악구 관천로 39,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-05-29,32000,명가진곰탕,서울 관악구 미성길 15,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-05-31,43000,이태리부대찌개,서울 관악구 보라매로3길 17,의정활동 및 상임위 관련 업무 간담회
의장,2019-06-04,103500,청주블루가든,충청북도 청주시 서원구 1순환로 886,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-05,170000,감나무집,서울 관악구 관악로11길 20,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-05,252000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-07,299000,강강술래,서울 관악구 남부순환로 1660,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-07,25000,모리,서울 관악구 낙성대역길 111,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-12,58000,떡보의하루,서울 금천구 범안로,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-13,33000,쌈마을,서울 관악구 남부순환로226길 31,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-17,150000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-19,167000,정가,서울 관악구 남부순환로 1710,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-20,90000,생각보다맛있는집,서울 관악구 관악로 152,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-21,13000,카페산다,서울 관악구 낙성대로 22-11,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-26,122000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-06-27,118000,정가,서울 관악구 남부순환로 1710,의정활동 및 의회운영 관련 업무유대경비
부의장,2019-06-01,105000,영광수산숯불민물장어,경기 안양시 만안구 삼막로24번길 89,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-02,86000,구수옥설렁탕,서울 관악구 남부순환로 1696,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-03,137000,당곡기사식당,서울 관악구 봉천로 301,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-05,71000,쌈마을,서울 관악구 남부순환로226길 31,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-06,10000,가츠몽,서울 관악구 관악로 169,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-07,196000,옛날집,서울 관악구 남부순환로185길 14,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-08,100500,정담은보쌈,서울 관악구 남부순환로 1661,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-09,50000,해태식당,서울 관악구 청룡1길 9,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-10,80000,목포홍탁,서울 관악구 당곡길 14,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-12,168000,당곡기사식당,서울 관악구 봉천로 301,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-13,60000,삼미옥,서울 관악구 남부순환로 1829-6,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-14,45000,은성숯불갈비,서울 관악구 남부순환로 1711,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-17,90000,은천식당,서울 관악구 봉천로 309,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-18,52000,전주전집,서울 관악구 남부순환로187길 8,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-20,79000,우정회관,경기 안양시 만안구 예술공원로208번길 84,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-21,120000,후포리,서울 관악구 봉천로 388,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-22,30500,홍반장,서울 관악구 봉천로 356,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-23,83000,미가정맑은곰탕,서울 관악구 은천로 24,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-24,108000,기장산곰장어포차,서울 영등포구 도림천로 369,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-25,229000,어회가,서울 관악구 신림동5길 48,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-26,156000,통큰대박집,서울 관악구 원신길 11,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-28,55000,제주은갈치,서울 관악구 관악로 139,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-28,166000,후포리,서울 관악구 봉천로 388,의회운영 및 의정활동 관련 유대경비
부의장,2019-06-29,33000,장충동영양족발,서울 관악구 남부순환로 1672,의회운영 및 의정활동 관련 유대경비
의회운영위원장,2019-06-06,178000,일구칠구매운탕,서울 관악구 신림로26길,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-06-06,45000,일구칠구매운탕,서울 관악구 신림로26길,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-06-07,100000,명품횡성한우가,서울 관악구 봉천로 266,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-06-11,228000,하이보,서울 관악구 관악로 134,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-06-11,113000,올림반찬,서울 관악구 신림로58길 21,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-06-17,44000,멕시카나,서울 관악구 난곡로 184,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-06-20,66000,강강술래,서울 관악구 남부순환로 1660,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-06-22,206000,명품횡성한우가,서울 관악구 봉천로 266,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-06-29,200000,킴스해물로스,서울 관악구 신림로 309,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-05,99000,오삼,서울 관악구 신림동5길 31,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-06,54300,카페딜,서울 관악구 대학5길 21,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-06,35000,가마솥삼계탕,서울 관악구 대학6길 22,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-07,29000,광어삼촌,서울 동작구 상도로37길 55,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-08,60000,안집,서울 관악구 관악로 128,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-09,39000,제주은갈치,서울 관악구 관악로 139,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-09,206000,등갈비연탄구이,서울 관악구 원신길 153,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-14,113000,종가할머니보쌈,서울 관악구 남부순환로 1600-21,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-17,200000,두꺼비맛집,서울 관악구 낙성대로 11,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-20,18000,해물나라,서울 관악구 호암로 588,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-21,42000,송원마포갈비,서울 영등포구 도림로147길 2-1,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-24,24500,거목쟁반짜장,서울 관악구 난우길 45,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-24,72000,바다양푼이동태탕,서울 관악구 난우길 28,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-26,31000,전진식당,서울 금천구 금하로29길 13,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-27,48000,마늘오리,서울 관악구 신림로66길 10,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-27,47000,정가네감자탕＆부대찌,서울 관악구 신림로66길 20,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-28,60000,안집,서울 관악구 관악로 128,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-06-29,85000,당진아구동태찜탕,서울 동작구 사당로 229-1,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-03,220000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-05,48000,남도해물요리전문점,서울 관악구 쑥고개로 80-1,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-07,98200,탄탄꼬기,서울 관악구 청룡2길 29,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-10,290000,제주은갈치,서울 관악구 관악로 139,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-12,142000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-14,106000,이대감 명품막창,서울 관악구 장군봉1길 46,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-17,105000,목포부부아구찜,서울 관악구 남부순환로206길 5,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-19,180000,유창숯불갈비,서울 관악구 은천로23길 14,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-21,40000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-24,215000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-06-26,75000,감나무집,서울 관악구 관악로11길 20,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-03,200000,다리목,서울 관악구 신림로58가길 7,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-04,58000,다우데이타,서울 구로구 구로동,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-05,60000,안집,서울 관악구 관악로 128,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-05,67900,트레블앤쿡,서울 관악구 관악로16길 13,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-07,34000,대박수산,서울 동작구 노들로 688,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-07,130000,전라상회,서울 동작구 노들로 688,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-09,54500,훌랄라치킨,서울 관악구 원신길 134,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-10,387000,남도전문음식점,서울 관악구 관악로28길 7,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-11,29000,고향식당,서울 관악구 문성로 223,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-12,225000,우성각,서울 관악구 청림2길 2,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-14,45000,일구칠구매운탕,서울 관악구 신림로26길,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-18,28000,이가네바지락칼국수,서울 관악구 신림로 153,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-18,302000,희로애락,서울 관악구 봉천로 465,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-21,100000,흥부보쌈,서울 관악구 신림로59길 15-13,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-22,94000,일구칠구매운탕,서울 관악구 신림로26길,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-24,252000,아리차이,서울 관악구 신림동길 4,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-27,20000,교촌치킨,서울 관악구 대학길 47,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-28,36000,명가진곰탕,서울 관악구 미성길 15,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-29,250000,전남건강원,경기 성남시 중원구 둔촌대로 79,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-06-30,32800,칠분도스시,서울 관악구 대학5길 23,의정활동 및 상임위 관련 업무 간담회
의장,2019-07-10,219000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-11,190000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-11,354000,강강술래,서울 관악구 남부순환로 1660,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-12,210000,갯벌낙지,서울 관악구 봉천로 598,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-15,117000,해물나라,서울 관악구 호암로 588,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-16,230000,강강술래,서울 관악구 남부순환로 1660,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-17,233000,하이보,서울 관악구 관악로 134,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-18,74000,생각보다맛있는집,서울 관악구 관악로 152,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-18,246000,마포소금구이,서울 관악구 낙성대로 32,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-19,160000,감나무집,서울 관악구 관악로11길 20,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-19,270000,미추원주추어탕,서울 관악구 관악로 108,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-22,74000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-23,10000,베리베리,서울 관악구 관악로 148,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-26,350000,떡보의하루,서울 금천구 가산로 33,의회사무국 직원생일 축하물품 지급
의장,2019-07-26,48000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-29,34200,서울미트볼,서울 관악구 봉천로 600,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-29,7600,카페드구띠에,서울 관악구 남부순환로 1932,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-29,250000,우리동네고기집,서울 관악구 인헌6길 24,의정활동 및 의회운영 관련 업무유대경비
의장,2019-07-31,44000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 의회운영 관련 업무유대경비
부의장,2019-07-01,80000,해물나라,서울 관악구 남부순환로 1674,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-04,62000,구수옥설렁탕,서울 관악구 남부순환로 1696,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-05,51000,은성숯불갈비,서울 관악구 남부순환로 1711,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-06,18000,콩심,서울 관악구 관악로 144,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-06,36000,상도늘보리,서울 관악구 봉천로 379,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-07,16500,김밥천국,서울 관악구 봉천로 372,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-08,25800,서울닭튀김,서울 관악구 남부순환로 1727-8,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-10,44000,고창복의낙지세상,서울 관악구 남부순환로 1725,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-11,78000,한근한방삼계탕,서울 관악구 봉천로 396,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-12,90000,고창복의낙지세상,서울 관악구 남부순환로 1725,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-15,76000,당곡기사식당,서울 관악구 봉천로 301,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-16,73000,금수강산,경기 안양시 만안구 예술공원로208번길 72,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-16,65000,봉천함흥냉면,서울 관악구 은천로2길 35,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-17,117000,엉뚱한생고기,서울 관악구 쑥고개로 65,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-18,19200,KFC,서울 관악구 남부순환로 1735,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-19,54000,동강염소탕,서울 관악구 남부순환로 1713,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-19,73000,황복,서울 관악구 봉천로 356,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-20,48000,오장면옥,서울 관악구 봉천로 227,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-22,59000,서연,서울 관악구 보라매로3길 17,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-23,139000,풍천장어,서울 관악구 중앙2길 8,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-25,66000,정담은보쌈,서울 관악구 남부순환로 1661,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-26,27500,만리장성,서울 관악구 관악로 146,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-26,121000,고창복의낙지세상,서울 관악구 남부순환로 1725,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-27,48000,고창복의낙지세상,서울 관악구 남부순환로 1725,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-28,141000,춘천골숯불닭갈비,서울 관악구 신림동7길 46,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-29,199000,동강염소탕,서울 관악구 남부순환로 1713,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-30,48000,풍년옥,서울 관악구 관악로15길 9,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-30,244000,통큰대박집,서울 관악구 원신길 11,의회운영 및 의정활동 관련 유대경비
부의장,2019-07-31,60000,한근한방삼계탕,서울 관악구 봉천로 396,의회운영 및 의정활동 관련 유대경비
의회운영위원장,2019-07-03,290000,부산복집,서울 서초구 반포대로20길 10,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-09,210000,종가집,서울 서초구 서초대로48길 108,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-10,147000,다리목,서울 관악구 신림로58가길 7,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-10,20050,아띠,서울 관악구 쑥고개로 137,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-11,37000,만리장성,서울 관악구 관악로 146,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-11,150000,통큰대박집,서울 관악구 원신길 11,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-16,60000,할매보쌈,서울 관악구 신림로 351,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-18,126200,바르미스시뷔페,서울 서초구 방배천로 11,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-19,32000,바다양푼이동태탕,서울 관악구 난우길 28,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-20,150000,목포낙지홍어,서울 동작구 사당로30길 161,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-23,36000,김밥천국,서울 관악구 신림로 312,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-24,65000,서울대곱창,서울 관악구 관악로 168,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-27,300000,작은따옴표,서울 관악구 신원로 5-1,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-27,100000,브라더,서울 관악구 신림로59길,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-28,150000,북경반점,서울 관악구 남부순환로 1620,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-29,51000,콩심,서울특별시 관악구 관악로 144,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-30,79000,명품청기와감자탕,서울 관악구 난곡로 240,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-07-31,154000,다리목,서울 관악구 신림로58가길 7,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-01,22500,거목쟁반짜장,서울 관악구 난우길 45,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-02,12000,거목쟁반짜장,서울 관악구 난우길 45,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-02,60000,자바인,서울 관악구 신림로23길 16,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-05,18000,콩심,서울 관악구 관악로 144,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-06,66000,짜장마을,서울 관악구 문성로 199,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-06,83000,우리식당,서울 금천구 범안로21길 8,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-08,24000,진미별미순대국,서울 관악구 원신2길 43,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-08,90000,등갈비연탄구이,서울 관악구 원신길 153,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-09,25500,만리장성,서울 관악구 관악로 146,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-10,18000,통큰대박집,서울 관악구 원신길 11,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-11,12000,콩심,서울 관악구 관악로 144,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-12,20500,거목쟁반짜장,서울 관악구 난우길 45,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-13,54000,두꺼비황소곱창,서울 영등포구 당산로 51,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-20,240000,통큰대박집,서울 관악구 원신길 11,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-21,129000,사시사철흑염소오리,서울 관악구 봉천로 535,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-23,84000,오리오리,서울 관악구 관악로12길 3-6,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-25,69000,바달비,서울 관악구 봉천로12길 17,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-26,100000,금비,서울 관악구 신림로 164,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-07-31,51000,병천순대,서울 관악구 난우길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-01,26000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-02,282000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-03,250000,제주은갈치,서울 관악구 관악로 139,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-04,82000,제주은갈치,서울 관악구 관악로 139,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-05,104000,해물나라,서울 관악구 호암로 588,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-08,31000,너구리칼국수,서울 관악구 관악로15길 23-3,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-08,240000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-09,28000,가마솥,서울 관악구 청룡1길 2,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-09,35000,고흥식당,서울 관악구 남부순환로214길 45,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-11,41000,소해,서울 관악구 관악로14길 8,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-11,185000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-12,65000,포천이동갈비촌,서울 관악구 신원로 40-12,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-15,16000,콩심,서울 관악구 관악로 144,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-19,27000,무지개분식,서울 관악구 청룡3길 21,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-25,42000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-25,100000,진우리독도참치,서울 관악구 봉천로 471-1,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-07-26,84000,고흥식당,서울 관악구 남부순환로214길 45,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-01,176000,려,서울 관악구 남부순환로 1811,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-01,43000,병천순대,서울 관악구 난우길 41,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-02,19900,카페１번가,서울 종로구 청와대로 1,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-04,117000,홍매,서울 관악구 남부순환로210길 9,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-05,79000,황제갈비,서울 관악구 남부순환로 1644,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-05,234240,화로구이,서울 관악구 남부순환로 1453,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-09,290000,금비,서울 관악구 신림로 164,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-12,38000,용궁,서울 관악구 양지길 10,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-13,42500,죠아찌쥬스,서울 관악구 신원로5길 33,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-13,9000,자바인,서울 관악구 신림로23길 16,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-15,19500,압구정화룡짬뽕,서울 관악구 난우길 26-1,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-15,57000,복돈이생고기,서울 관악구 남부순환로 1626,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-17,300000,진우리독도참치,서울 관악구 봉천로 471-1,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-18,41000,회포차,서울 관악구 양녕로 14,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-28,29500,신림점비비큐,서울 관악구 신림로 122,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-07-31,56000,사사꼬,서울 관악구 남부순환로 1842,의정활동 및 상임위 관련 업무 간담회
의장,2019-08-01,252000,풍천장어,서울 관악구 중앙2길 8,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-02,11500,오페라빈,서울 관악구 낙성대로 29,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-02,100000,생각보다맛있는집,서울 관악구 관악로 152,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-05,24000,오뚜기식당,서울 관악구 승방1길 2,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-07,190000,하이보,서울 관악구 관악로 134,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-07,42300,쟝블랑제리,서울 관악구 낙성대역길 8,소속 의원 병문안 격려물품 구매
의장,2019-08-07,310000,우리동네고기집,서울 관악구 인헌6길 24,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-07,25000,모리,서울 관악구 낙성대역길 111,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-08,64000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-09,54000,생각보다맛있는집,서울 관악구 관악로 152,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-12,136000,떡보의하루,서울 금천구 가산로 33,의장 부속실 다과 구입
의장,2019-08-12,85000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-14,140000,초대,서울 관악구 남부순환로 2082-37,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-14,86000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-16,150000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-19,172000,어도원,전북 군산시 상지곡3길 49,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-21,200000,서울삼족탕,서울 관악구 남부순환로 1976,의정활동 및 의회운영 관련 업무유대경비
