사용자,사용일시,사용금액,사용장소,주소,사용내역
의회사무국,2019-06-03,44000,쌈마을,서울 관악구 남부순환로226길 31, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-03,8000,콩심,서울특별시 관악구 관악로 144,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-03,104100,장보고마트,서울 관악구 남부순환로230길,2019년 관악구의회의원 청렴연수원 반부패교육 다과 구입
의회사무국,2019-06-03,51200,쟝블랑제리,서울 관악구 낙성대역길 8,2019년 관악구의회의원 청렴연수원 반부패교육 다과 구입
의회사무국,2019-06-03,36000,파리바게뜨,서울 관악구 은천로 92,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-03,54000,고려왕족발,서울 관악구 청룡2길 10, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-04,469500,(주)신화아이푸드,충청북도 청주시 서원구 1순환로 886,2019년 관악구의회의원 청렴연수원 반부패교육 간담회비
의회사무국,2019-06-04,157000,(주)영풍안성상휴게,경기 안성시 원곡면 경부고속도로 372,2019년 관악구의회의원 청렴연수원 반부패교육 간담회비
의회사무국,2019-06-04,100800,오븐에빠진닭,서울 관악구 관악로 153,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-05,102500,청능장,서울 관악구 쑥고개로 112,제259회 정례회 준비 관련 간담회
의회사무국,2019-06-05,28000,제주은갈치,서울 관악구 관악로 139, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-05,83400,자연별곡,서울 관악구 관악로 195, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-05,90000,정담은보쌈,서울 관악구 남부순환로 1661, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-07,28000,강촌민물매운탕2호점,서울 동작구 보라매로5길 15,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-07,28000,파리바게뜨,서울 관악구 남부순환로218길 1,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-07,17900,맘스터치,서울 관악구 양녕로 43,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-07,79000,옥천민물매운탕,서울 관악구 봉천로62길 10,의정업무 추진관계자 간담회
의회사무국,2019-06-10,96000,떡보의하루,서울 금천구 가산로 33,의원연구실 소요물품(다과) 구입
의회사무국,2019-06-10,43500,어메칼국수,서울 관악구 관악로 154-6, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-10,24200,컴포즈커피,서울 관악구 관악로12길 5, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-10,9000,봉천동진순자김밥,서울 관악구 청룡1길 19,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-11,28000,장군집,서울 관악구 청룡2길 19, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-11,167000,사시사철흑염소오리,서울 관악구 봉천로 535,사무국 직원 격려
의회사무국,2019-06-11,32900,오븐마루,서울특별시 관악구 중앙길 133,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-12,220000,시골집,서울 관악구 낙성대로,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-13,30000,태창온누리약국,서울 관악구 쑥고개로 126-1,부서운영 필요물품(음료) 구입
의회사무국,2019-06-13,57000,양평해장국,서울 관악구 봉천로 229, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-13,150000,옛날육개장,서울 관악구 관악로 154-6,제259회 정례회  운영 관련 간담회
의회사무국,2019-06-13,34400,파리바게뜨,서울 관악구 봉천동,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-14,14000,산야로,서울 관악구 관악로 111, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-14,28200,카모메,서울 관악구 관악로 144,2019. 6월 의사팀 업무추진 관련 간담회비 지출
의회사무국,2019-06-14,62000,장군집,서울 관악구 청룡2길 19, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-18,43500,홍콩반점,서울 관악구 관악로 152,의정업무 추진관계자 간담회
의회사무국,2019-06-18,195000,쌈마을,서울 관악구 남부순환로226길 31,가족문화복지센터 기공식 관련 간담회
의회사무국,2019-06-19,70000,가마솥,서울 관악구 청룡1길 2,제259회 정례회  운영 관련 간담회
의회사무국,2019-06-19,336810,쿠팡,서울 중구 세종대로 39,의원연구실 소요물품(다과) 구입
의회사무국,2019-06-20,45000,이금옥샤브샤브칼국수,서울 관악구 관악로 132,의정업무 추진관계자 간담회
의회사무국,2019-06-20,32000,어메칼국수,서울 관악구 관악로 154-6,의정 홍보 관련 간담회
의회사무국,2019-06-20,10000,김밥천국,서울 관악구 은천로 109,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-21,56000,쌈마을,서울 관악구 남부순환로226길 31,의정 홍보 관련 간담회
의회사무국,2019-06-21,54000,남원추어탕,서울 관악구 쑥고개로 135,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-21,136840,쿠팡,서울 구로구 디지털로26길 72,의원연구실 소요물품(다과) 구입
의회사무국,2019-06-24,45000,한근한방삼계탕,서울 관악구 봉천동,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-25,50000,카페모아,서울 관악구 관악로 145, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-26,290000,하이보,서울 관악구 관악로 134,사무국 직원 격려
의회사무국,2019-06-26,460590,(주)이마트,서울 서초구 매헌로 16,의원 해외비교시찰 관련 준비물품 구입
의회사무국,2019-06-26,54000,쟝블랑제리,서울 관악구 낙성대역길 8,의원 해외비교시찰 관련 준비물품 구입
의회사무국,2019-06-26,94000,베스트아울렛디시마트,서울 관악구 쑥고개로 103,의원 해외비교시찰 관련 준비물품 구입
의회사무국,2019-06-26,30000,금비,서울 관악구 신림로 164,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-27,119500,태창온누리약국,서울 관악구 쑥고개로 126-1,의원 해외비교시찰 관련 비상약품 구입
의회사무국,2019-06-27,127200,카모메,서울 관악구 관악로 144,의정 홍보 관련 간담회
의회사무국,2019-06-27,50000,제주은갈치,서울 관악구 관악로 139, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-27,75000,시골집,서울 관악구 낙성대로 22-7,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-27,49000,서울삼족탕,서울 관악구 남부순환로 1976, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-27,441000,장보고마트,서울 관악구 남부순환로230길,의원연구실 소요물품(다과) 구입
의회사무국,2019-06-27,12500,파리바게뜨,서울 관악구 봉천동,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-06-28,19000,왕세숫대야냉면,서울 관악구 쑥고개로 122, 의안 자료연구 및 검토 간담회
의회사무국,2019-06-28,57000,라온,서울 관악구 관악로14길 28,2019. 6월 의사팀 업무추진 관련 간담회비 지출
의회사무국,2019-07-02,10900,커피나무,서울 관악구 쑥고개로 100,의안 자료연구 및 검토 간담회
의회사무국,2019-07-04,23000,청능장,서울 관악구 쑥고개로 112,마루쉼터 홍보전강판 설치 관련 간담회
의회사무국,2019-07-04,61000,영덕물회막회,서울 관악구 관악로16길 35,의안 자료연구 및 검토 간담회
의회사무국,2019-07-05,14100,카모메,서울 관악구 관악로 144,의안 자료연구 및 검토 간담회
의회사무국,2019-07-05,28000,장수삼계탕,서울 관악구 봉천로 486,의안 자료연구 및 검토 간담회
의회사무국,2019-07-08,16000,오리오리,서울 관악구 관악로12길 3-6,의안 자료연구 및 검토 간담회
의회사무국,2019-07-08,61000,제주은갈치,서울 관악구 관악로 139,의사팀 업무추진 관련 간담회
의회사무국,2019-07-08,275000,제주은갈치,서울 관악구 관악로 139,해외비교시찰 참가자 및 수행직원 등 격려 간담회
의회사무국,2019-07-08,20100,파리바게뜨,서울 관악구 봉천동,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-07-09,55360,11번가,서울 중구 한강대로 416,의원연구실 소요물품(다과) 구입
의회사무국,2019-07-09,263450,쿠팡,서울 중구 세종대로 39,의원연구실 소요물품(다과) 구입
의회사무국,2019-07-09,28000,장군집,서울 관악구 청룡2길 19,의안 자료연구 및 검토 간담회
의회사무국,2019-07-10,35000,티라노,서울 관악구 남부순환로230길,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-07-10,154000,사시사철흑염소오리,서울 관악구 봉천로 535,사무국 직원 격려
의회사무국,2019-07-10,272000,시골집,서울 관악구 낙성대로 22-7,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-07-11,14000,고봉민김밥,서울 관악구 은천로 101,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-07-12,41000,산야로,서울 관악구 관악로 111,의사팀 업무추진 관련 간담회
의회사무국,2019-07-15,41000,옛날육개장,서울 관악구 관악로 154-6,의안 자료연구 및 검토 간담회
의회사무국,2019-07-15,20500,블리스,서울 관악구 관악로12길 11,의안 자료연구 및 검토 간담회
의회사무국,2019-07-16,83000,오리오리,서울 관악구 관악로12길 3-6,의사팀 업무추진 관련 간담회
의회사무국,2019-07-16,77000,유천칡냉면,서울 관악구 쑥고개로 104,의회운영 관련 관계자 간담회
의회사무국,2019-07-16,26000,카페모아,서울 관악구 관악로 145,의사팀 업무추진 관련 간담회
의회사무국,2019-07-16,81440,쿠팡,서울 구로구 디지털로26길 72,의원연구실 소요물품(다과) 구입
의회사무국,2019-07-16,258000,장보고마트,서울 관악구 남부순환로230길,의원연구실 소요물품(다과) 구입
의회사무국,2019-07-16,21000,나주곰탕,서울 관악구 관악로 167,의정업무 추진 관계자 간담회
의회사무국,2019-07-17,96000,떡보의하루,서울 금천구 가산로 33,의원연구실 소요물품(다과) 구입
의회사무국,2019-07-17,39000,새마을식당,서울 관악구 관악로16길 13,의회운영 관련 관계자 간담회
의회사무국,2019-07-17,142000,초대,서울 관악구 남부순환로 2082-37,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-07-18,81000,딸랏롯빠이,서울 관악구 관악로14길 39,의안 자료연구 및 검토 간담회
의회사무국,2019-07-18,13800,컴포즈커피,서울 관악구 관악로12길 5,의안 자료연구 및 검토 간담회
의회사무국,2019-07-18,59000,홍매,서울 관악구 남부순환로210길 9,의안 자료연구 및 검토 간담회
의회사무국,2019-07-18,140000,사시사철흑염소오리,서울시 관악구 봉천로 535,LED전광판 설치 관련 간담회
의회사무국,2019-07-18,122000,풍천장어,서울시 관악구 중앙2길 8,전문위원 자료심사 활동비 지출
의회사무국,2019-07-19,69000,오리오리,서울 관악구 관악로12길 3-6,의회사무국 직원 격려
의회사무국,2019-07-19,28000,제주은갈치,서울 관악구 관악로 139,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-07-19,12100,일커피,서울시 관악구 쑥고개로 123,전문위원 자료심사 활동비 지출
의회사무국,2019-07-22,39000,얼큰수제비해물칼국수,서울시 관악구 관악로 113,의정업무 추진관계자 간담회
의회사무국,2019-07-23,100000,산야로,서울 관악구 관악로 111,의사팀 업무추진 관련 간담회
의회사무국,2019-07-23,37000,유천칡냉면,서울 관악구 쑥고개로 104,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-07-23,24000,목포산낙지철판해물,서울 관악구 조원로 125-1,전문위원 자료심사 활동비 지출
의회사무국,2019-07-24,97000,얼큰수제비해물칼국수,서울시 관악구 관악로 113,의회 홍보 관련 간담회비 지출
의회사무국,2019-07-25,101000,진우리독도참치,서울 관악구 봉천로 471-1,의안 자료연구 및 검토  간담회
의회사무국,2019-07-25,102000,하이보,서울 관악구 관악로 134,의회 홍보 관련 간담회비 지출
의회사무국,2019-07-25,115000,시골집,서울 관악구 낙성대로 22-7,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-07-26,92000,만리장성,서울시 관악구 관악로 146,의사 운영 간담회
의회사무국,2019-07-26,132000,남원추어탕,서울시 관악구 쑥고개로 135,하반기 의원 행사 관련 직원 간담회
의회사무국,2019-07-26,38000,산야로,서울시 관악구 관악로 111,의회 홍보 관련 간담회비 지출
의회사무국,2019-07-26,162000,사시사철흑염소오리,서울시 관악구 봉천로 535,사무국 직원 격려
의회사무국,2019-07-29,37000,하이보,서울 관악구 관악로 134,의안 자료연구 및 검토 간담회
의회사무국,2019-07-30,16000,카페모아,서울 관악구 관악로 145,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-07-30,11000,다이소,서울 관악구 남부순환로 1840,의회사무국 운영물품 구입
의회사무국,2019-07-30,56000,시골집,서울 관악구 낙성대로 22-7,의사팀 업무추진 관련 간담회비
의회사무국,2019-07-30,296200,쿠팡,서울 구로구 디지털로26길 72,의원연구실 소요물품(다과) 구입
의회사무국,2019-07-30,70000,라티놀,서울시 관악구 관악로154-5,국외 자매도시 방문 관련 회의
의회사무국,2019-07-30,185000,영덕물회막회,서울 관악구 관악로16길 35,제260회 임시회 준비 관련 직원 간담회
의회사무국,2019-07-31,36000,장수삼계탕,서울 관악구 봉천로 486,의안 자료연구 및 검토 간담회
의회사무국,2019-07-31,89500,심가면옥,서울시 관악구 신림로 121,의정업무 추진관계자 간담회
의회사무국,2019-07-31,290000,시골집,서울 관악구 낙성대로 22-7,사무국 직원 격려 
의회사무국,2019-08-02,48000,외래향,서울 관악구 남부순환로 1801,의안 자료연구 및 검토 간담회
의회사무국,2019-08-02,21900,스타벅스,서울 관악구 남부순환로 1812,의안 자료연구 및 검토 간담회
의회사무국,2019-08-05,49000,본죽,서울 관악구 관악로 144,의안 자료연구 및 검토 간담회
의회사무국,2019-08-06,12500,일커피,서울 관악구 쑥고개로 123,의안 자료연구 및 검토 간담회
의회사무국,2019-08-06,56000,어메칼국수,서울 관악구 관악로 154-6,의원연구단체 지원 관련 직원 간담회
의회사무국,2019-08-06,295000,시골집,서울 관악구 낙성대로 22-8,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-08-07,50000,산책,경기 안양시 만안구 삼막로 66,의안 자료연구 및 검토 간담회
의회사무국,2019-08-07,9000,김가네,서울 관악구 관악로 152,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-08-07,31600,파리바게뜨,서울 관악구 양녕로 50,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-08-08,28000,장수집,서울 관악구 봉천로 486,의안 자료연구 및 검토 간담회
의회사무국,2019-08-08,279600,장보고마트,서울 관악구 남부순환로230길,의원연구실 소요물품(다과) 구입
의회사무국,2019-08-08,193000,대호아구집,서울 관악구 남부순환로 1829-9,의원 행사 관련 직원 간담회
의회사무국,2019-08-09,13000,얼큰수제비해물칼국수,서울 관악구 관악로 113,의안 자료연구 및 검토 간담회
의회사무국,2019-08-09,28000,장수삼계탕,서울 관악구 봉천로 486,의안 자료연구 및 검토 간담회
의회사무국,2019-08-09,92000,라온,서울 관악구 관악로14길 28,의사업무 추진 관계자 간담회
의회사무국,2019-08-09,30000,카페모아,서울 관악구 관악로 145,의안 자료연구 및 검토 간담회
의회사무국,2019-08-12,40000,오리오리,서울 관악구 관악로12길 3-6,의안 자료연구 및 검토 간담회
의회사무국,2019-08-12,12500,컴포즈커피,서울 관악구 관악로12길 5,의안 자료연구 및 검토 간담회
의회사무국,2019-08-13,24050,파리바게뜨,서울특별시 관악구 난곡로 60,의안 자료연구 및 검토 간담회
의회사무국,2019-08-13,144000,해물나라,서울 관악구 호암로 588,관악문화재단 출범식 참석자 간담회비
의회사무국,2019-08-13,109000,하이보,서울 관악구 관악로 134,의사팀 업무추진 관련 간담회비
의회사무국,2019-08-13,50000,먹쉬돈나,서울 관악구 남부순환로220길 49,의원 간담회 관련 직원 간담회
의회사무국,2019-08-13,36000,해물나라,서울 관악구 호암로 588,의안 자료연구 및 검토 간담회
의회사무국,2019-08-13,13000,베어문,서울 관악구 호암로22길 29,의안 자료연구 및 검토 간담회
의회사무국,2019-08-13,27000,맘스터치,서울 관악구 양녕로 43,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-08-14,21500,세계로마트,서울 관악구 남부순환로 1861,의회사무국 운영물품 구입
의회사무국,2019-08-14,43000,신사식당,서울 관악구 조원로 132,의회 홍보 관련 간담회
의회사무국,2019-08-16,100000,떡보의하루,서울 금천구 가산로33,의원연구실 소요물품(다과) 구입
의회사무국,2019-08-16,19500,얼큰수제비해물칼국수,서울 관악구 관악로 113,의안 자료연구 및 검토 간담회
의회사무국,2019-08-16,59300,엔조 파스타&피자,서울 관악구 관악로 154,국외자매도시 방문 관련 직원 간담회
의회사무국,2019-08-16,29100,다이소,서울 관악구 남부순환로 1840,의회사무국 운영물품 구입
의회사무국,2019-08-16,133600,장보고마트,서울 관악구 남부순환로230길,관악구의회 의원 인권교육 다과비
의회사무국,2019-08-16,4000,다이소,서울 관악구 남부순환로 1840,관악구의회 의원 인권교육 다과비
의회사무국,2019-08-19,27500,북촌손만두,서울 관악구 관악로 174,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-08-19,44000,외래향,서울 관악구 남부순환로 1801,의안 자료연구 및 검토 간담회
의회사무국,2019-08-19,165000,옛날육개장,서울 관악구 관악로 154-6,제261회 관악구의회 임시회 운영 관련 간담회
의회사무국,2019-08-20,49500,본죽,서울 관악구 관악로 144,의사업무 추진 관계자 간담회
의회사무국,2019-08-20,53000,라온,서울 관악구 관악로14길 28,의안 자료연구 및 검토 간담회
의회사무국,2019-08-20,70000,가마솥,서울 관악구 관악로17길 13,제261회 관악구의회 임시회 운영 관련 간담회
의회사무국,2019-08-20,27000,심가면옥,서울 관악구 신림로 121,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-08-20,32000,장수삼계탕,서울 관악구 봉천로 486,의안 자료연구 및 검토 간담회
의회사무국,2019-08-20,36000,본전순대국,서울 관악구 봉천로 399,의안 자료연구 및 검토 간담회
의회사무국,2019-08-21,53000,갯바위,서울 관악구 남부순환로216길 13,의안 자료연구 및 검토 간담회
의회사무국,2019-08-21,56000,하이보,서울 관악구 관악로 134,의안 자료연구 및 검토 간담회
의회사무국,2019-08-21,34000,완산정,서울 관악구 봉천로 484,의안 자료연구 및 검토 간담회
의회사무국,2019-08-22,64000,오리오리,서울 관악구 관악로12길 3-6,의회홍보 관련 간담회비
의회사무국,2019-08-22,69000,유천칡냉면,서울 관악구 쑥고개로 104,제261회 관악구의회 임시회 운영 관련 간담회
의회사무국,2019-08-22,12100,다이소,서울 관악구 남부순환로 1840,관악구의회 의원 인권교육 다과비
의회사무국,2019-08-22,103020,장보고마트,서울 관악구 남부순환로230길,관악구의회 의원 인권교육 다과비
의회사무국,2019-08-22,25300,맘스터치,서울 관악구 양녕로 43,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-08-22,18000,나주곰탕,서울 관악구 신림로28길 34,의안 자료연구 및 검토 간담회
의회사무국,2019-08-22,78000,풍년옥,서울 관악구 관악로15길 9,의회 교육준비 관련 직원 간담회
의회사무국,2019-08-23,30000,카페모아,서울 관악구 관악로 145,의안 자료연구 및 검토 간담회
의회사무국,2019-08-23,34000,먹쉬돈나,서울 관악구 남부순환로220길 49,의회홍보 관련 간담회비
의회사무국,2019-08-23,26500,고봉민김밥,서울 관악구 은천로 101,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-08-26,31500,라티놀,서울 관악구 관악로 154-5,의사팀 업무추진 관련 간담회비
의회사무국,2019-08-27,134000,정가,서울 관악구 남부순환로 1710,의회 홍보 관련 간담회
의회사무국,2019-08-27,230000,새마을식당,서울 관악구 관악로16길 13,의회사무국 직 원 격려
의회사무국,2019-08-27,28000,장군집,서울 관악구 청룡2길 19,의안 자료연구 및 검토 간담회
의회사무국,2019-08-28,444680,쿠팡,서울 중구 세종대로 39,의원연구실 소요물품(다과) 구입
의회사무국,2019-08-28,36000,남원추어탕,서울 관악구 쑥고개로 135,국외자매도시 방문 관련 직원 간담회
의회사무국,2019-08-29,47000,청능장,서울 관악구 쑥고개로 112,제261회 관악구의회 임시회 운영 관련 간담회
의회사무국,2019-08-29,295000,시골집,서울 관악구 낙성대로 22-8,사무국 직원 격려
의회사무국,2019-08-30,39000,얼큰수제비해물칼국수,서울 관악구 관악로 113,국외자매도시 방문 관련 직원 간담회
의회사무국,2019-08-30,252400,장보고마트,서울 관악구 남부순환로230길 41,의원연구실 소요물품(다과) 구입
의회사무국,2019-08-30,15000,한근한방삼계탕,서울 관악구 봉천로 396,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-02,30000,오리오리,서울 관악구 관악로12길 3-6,의안 자료연구 및 검토 간담회
의회사무국,2019-09-02,28000,제주은갈치,서울 관악구 관악로 139,의안 자료연구 및 검토 간담회
의회사무국,2019-09-02,53000,우리참순대,서울 관악구 관악로 148,의사팀 업무추진 관련 간담회비
의회사무국,2019-09-02,88000,오리오리,서울 관악구 관악로12길 3-6,제261회 관악구의회 임시회 운영 관련 간담회
의회사무국,2019-09-02,27900,치킨더샵,서울 관악구 관악로 144,의안 자료연구 및 검토 간담회
의회사무국,2019-09-03,42000,산야로,서울 관악구 관악로 111,국외자매도시 방문 관련 직원 간담회
의회사무국,2019-09-03,285500,페리카나,서울 관악구 청룡길 20,의회사무국 직원 격려
의회사무국,2019-09-04,94950,신세계페이먼츠,서울 중구 남대문시장10길 2,의원연구실 소요물품(다과) 구입
의회사무국,2019-09-04,40000,돌체,서울 관악구 쑥고개로 84,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-04,32000,페리카나,서울 관악구 청룡길 20,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-04,113000,종로빈대떡,서울 관악구 관악로15길 24,의사팀 업무추진 관련 간담회비
의회사무국,2019-09-05,28000,장수삼계탕,서울 관악구 봉천로 486,의안 자료연구 및 검토 간담회
의회사무국,2019-09-05,109000,시골집,서울 관악구 낙성대로 22-8 ,의회사무국 직원 격려
의회사무국,2019-09-05,220000,시골집,서울 관악구 낙성대로 22-8,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-06,121000,시골집,서울 관악구 낙성대로 22-7 ,의회사무국 직원 격려
의회사무국,2019-09-06,48000,SOME801,서울 관악구 관악로14길 105,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-06,41800,태창온누리약국,서울 관악구 쑥고개로 126-1,의회사무국 운영 물품(음료) 구입
의회사무국,2019-09-06,24000,종로계림닭도리탕원조,서울 관악구 관악로 152 ,의안 자료연구 및 검토 간담회
의회사무국,2019-09-06,13000,만두와김밥,서울 관악구 양녕로 27-1,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-09,190000,시골집,서울 관악구 낙성대로 22-7,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-09,42000,우리참순대,서울 관악구 관악로 148,2020년 의회 예산편성 관련 직원 간담회
의회사무국,2019-09-10,30000,카페모아,서울 관악구 관악로 145,의안 자료연구 및 검토 간담회
의회사무국,2019-09-10,117000,산야로,서울 관악구 관악로 111,의사업무 추진 관계자 간담회
의회사무국,2019-09-10,64000,유천칡냉면,서울 관악구 쑥고개로 104,본회의장 시설장비 유지 관련 직원 간담회
의회사무국,2019-09-10,22000,컴포즈커피,서울 관악구 관악로12길 5 ,의사업무 추진 관계자 간담회
의회사무국,2019-09-10,30000,한근한방삼계탕,서울 관악구 봉천동 396,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-10,76500,유가네닭갈비,서울 관악구 남부순환로226길 9,2020년 의회 예산편성 관련 직원 간담회
의회사무국,2019-09-11,15440,비알코리아,서울 관악구 관악로 161,의사팀 업무추진 관련 간담회비
의회사무국,2019-09-11,172000,하이보,서울 관악구 관악로 134 ,의회사무국 직원 격려
의회사무국,2019-09-11,100000,떡보의하루,서울 금천구 가산로 33,의원연구실 소요물품(다과) 구입
의회사무국,2019-09-11,13000,만두와김밥,서울 관악구 양녕로 27-1,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-11,99000,남원추어탕,서울 관악구 쑥고개로 135,의안 자료연구 및 검토 간담회
의회사무국,2019-09-16,56000,오리오리,서울 관악구 관악로12길 3-6,의안 자료연구 및 검토 간담회
의회사무국,2019-09-16,53000,쌈마을,서울 관악구 남부순환로226길 31,의회 홍보 관련 간담회비
의회사무국,2019-09-17,67000,어메칼국수,서울 관악구 관악로 154-6,의사업무 추진 관계자 간담회
의회사무국,2019-09-17,62000,청능장,서울 관악구 쑥고개로 112,의정업무 추진관계자 간담회
의회사무국,2019-09-17,357400,장보고마트,서울 관악구 남부순환로230길 41,의원연구실 소요물품(다과) 구입
의회사무국,2019-09-17,194000,페리카나,서울 관악구 청룡길 20,의회사무국 직원 격려
의회사무국,2019-09-18,42000,기절초풍왕순대,서울 관악구 봉천로62길 2,의안 자료연구 및 검토 간담회
의회사무국,2019-09-18,82000,산야로,서울 관악구 관악로 111,의회사무국 직원 격려
의회사무국,2019-09-18,67800,온돌,서울 관악구 봉천로 534,의안 자료연구 및 검토 간담회
의회사무국,2019-09-18,26200,소확행,서울 관악구 관악로12길 38,의안 자료연구 및 검토 간담회
의회사무국,2019-09-18,14500,만두와김밥,서울 관악구 양녕로 27-1,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-19,18000,양평서울해장국,서울 관악구 남부순환로 1465,의안 자료연구 및 검토 간담회
의회사무국,2019-09-19,14000,어메칼국수,서울 관악구 관악로 154-6,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-09-19,26000,백채,서울 관악구 청룡1길,행사 관련 직원 간담회
의회사무국,2019-09-19,28000,기절초풍왕순대,서울 관악구 봉천로62길 2,의회 홍보 관련 간담회비
의회사무국,2019-09-19,132600,온돌,서울 관악구 봉천로 534,의안 자료연구 및 검토 간담회
의회사무국,2019-09-19,21500,카페산다,서울 관악구 낙성대로 22-11,의안 자료연구 및 검토 간담회
의회사무국,2019-09-19,46000,깡돈,서울 관악구 당곡길 65,의안 자료연구 및 검토 간담회
의회사무국,2019-09-20,39000,얼큰수제비해물칼국수,서울 관악구 관악로 113,의정운영활동 업무추진비 지출
의회사무국,2019-09-20,25000,산야로,서울 관악구 관악로 111,의안 자료연구 및 검토 간담회
의회사무국,2019-09-20,144000,삼백돈돈가츠,서울 관악구 남부순환로230길 48,의회 홍보 관련 간담회비
의회사무국,2019-09-20,60000,티라노,서울 관악구 남부순환로230길,의회 홍보 관련 간담회비
의회사무국,2019-09-20,110000,우리참순대,서울 관악구 관악로 148,강진청자축제 방문 관련 직원 간담회
의회사무국,2019-09-23,45000,남원추어탕,서울 관악구 쑥고개로 135,의안 자료연구 및 검토 간담회
의회사무국,2019-09-23,95000,라티놀,서울 관악구 관악로 154-5,국외비교시찰 준비 관련 직원 간담회
의회사무국,2019-09-24,38000,키친라밥,서울 관악구 남부순환로 1916,의안 자료연구 및 검토 간담회
의회사무국,2019-09-24,56000,오리오리,서울 관악구 관악로12길 3-6,의사운영 간담회비 지출
의회사무국,2019-09-24,30500,본죽,서울 관악구 관악로 144,의사팀 업무추진 관련 간담회비
의회사무국,2019-09-24,140000,이금옥샤브샤브칼국수,서울 관악구 관악로 132,민주평통 전체회의 관련 직원 간담회
의회사무국,2019-09-24,84000,종로빈대떡,서울 관악구 관악로15길 24,의안 자료연구 및 검토 간담회
의회사무국,2019-09-25,22600,일커피,서울특별시 관악구 쑥고개로 123,의사팀 업무추진 관련 간담회비
의회사무국,2019-09-25,140000,오리오리,서울 관악구 관악로12길 3-6,의회 회의실 환경정비 관련 간담회
의회사무국,2019-09-26,36720,11번가,서울 중구 한강대로 416,의원연구실 소요물품(다과) 구입
