,2022-01-01 ~ 2022-01-31,,,,,,,,,
,키워드,지출,노출,클릭 ,CTR,CPC,CPA,구매,매출,ROAS
,맛있는소고기부위, ₩ 286 ,  12 ,  1 ,8.33%, ₩ 286 , ₩ - ,  - ,  - ,0.00%
,한우꽃등심스테이크, ₩ 264 ,  3 ,  1 ,33.33%, ₩ 264 , ₩ - ,  - ,  - ,0.00%
,안심굽는법, ₩ 231 ,  32 ,  1 ,3.13%, ₩ 231 , ₩ - ,  - ,  - ,0.00%
,소고기안심요리, ₩ 220 ,  142 ,  1 ,0.70%, ₩ 220 , ₩ - ,  - ,  - ,0.00%
,숯불구이용소고기, ₩ 220 ,  2 ,  1 ,50.00%, ₩ 220 , ₩ - ,  - ,  - ,0.00%
,숯불구이고기, ₩ 165 ,  2 ,  1 ,50.00%, ₩ 165 , ₩ - ,  - ,  - ,0.00%
,설로인홈파티, ₩ 154 ,  4 ,  2 ,50.00%, ₩ 77 , ₩ 77 ,  2 ,  - ,0.00%
,설로인샤토브리앙, ₩ 154 ,  11 ,  2 ,18.18%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,설로인채끝, ₩ 154 ,  14 ,  2 ,14.29%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,TJFFHDLS, ₩ 154 ,  3 ,  2 ,66.67%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,한우안심슬라이스, ₩ 154 ,  3 ,  2 ,66.67%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,샤토브리앙스테이크, ₩ 143 ,  3 ,  1 ,33.33%, ₩ 143 , ₩ - ,  - ,  - ,0.00%
,소고기스테이크만들기, ₩ 132 ,  38 ,  1 ,2.63%, ₩ 132 , ₩ - ,  - ,  - ,0.00%
,아기이유식고기, ₩ 110 ,  5 ,  1 ,20.00%, ₩ 110 , ₩ - ,  - ,  - ,0.00%
,설로인세트, ₩ 99 ,  7 ,  1 ,14.29%, ₩ 99 , ₩ 50 ,  2 ,  - ,0.00%
,르통샤퀴테리, ₩ 77 ,  3 ,  1 ,33.33%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,설로인매장, ₩ 77 ,  6 ,  1 ,16.67%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,설로인스테이크, ₩ 77 ,  7 ,  1 ,14.29%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,설로인이유식, ₩ 77 ,  5 ,  1 ,20.00%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,설로인후기, ₩ 77 ,  2 ,  1 ,50.00%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,꽃등심새우살, ₩ 77 ,  18 ,  1 ,5.56%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,베이비로인, ₩ 77 ,  12 ,  1 ,8.33%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
,홈파티고기세트, ₩ 77 ,  1 ,  1 ,100.00%, ₩ 77 , ₩ - ,  - ,  - ,0.00%
