,2022-01-01 ~ 2022-01-31,,,,,,
,키워드,사용자,세션,이탈수,이탈율,세션당PV,구매
,구정선물셋트, ₩ 1 ,  1 ,  - ,0.00%,  2.00 ,  - 
,구정선물추천, ₩ 3 ,  4 ,  3 ,75.00%,  1.33 ,  - 
,국거리소고기, ₩ 1 ,  1 ,  1 ,100.00%,  2.88 ,  - 
,국내산한우, ₩ 3 ,  3 ,  3 ,100.00%,  2.97 ,  - 
,글램핑바베큐, ₩ 3 ,  3 ,  1 ,33.33%,  1.50 ,  - 
,글램핑소고기, ₩ 1 ,  1 ,  1 ,100.00%,  4.40 ,  - 
,기업선물, ₩ 1 ,  1 ,  1 ,100.00%,  1.00 ,  - 
,기업선물세트, ₩ 4 ,  5 ,  4 ,80.00%,  3.00 ,  - 
,기업체선물, ₩ 1 ,  1 ,  - ,0.00%,  7.00 ,  - 
,꽃갈비, ₩ 13 ,  13 ,  8 ,61.54%,  4.55 ,  - 
,꽃갈비살, ₩ 40 ,  40 ,  22 ,55.00%,  12.13 ,  - 
,꽃등심, ₩ 39 ,  43 ,  25 ,58.14%,  2.33 ,  - 
,꽃등심가격, ₩ 1 ,  1 ,  1 ,100.00%,  5.33 ,  - 
,꽃등심새우살, ₩ 1 ,  2 ,  2 ,100.00%,  1.33 ,  - 
,꽃등심스테이크, ₩ 5 ,  5 ,  2 ,40.00%,  1.71 ,  - 
,남자친구생일상, ₩ 2 ,  2 ,  2 ,100.00%,  1.00 ,  - 
,단체선물추천, ₩ 9 ,  9 ,  7 ,77.78%,  2.00 ,  - 
,대패등심, ₩ 1 ,  1 ,  1 ,100.00%,  2.00 ,  - 
,두꺼운스테이크, ₩ 6 ,  6 ,  4 ,66.67%,  2.00 ,  - 
,등심, ₩ 41 ,  41 ,  17 ,41.46%,  2.00 ,  - 
,등심가격, ₩ 12 ,  12 ,  8 ,66.67%,  1.00 ,  - 
,등심덩어리, ₩ 1 ,  1 ,  1 ,100.00%,  15.00 ,  - 
,등심선물세트, ₩ 3 ,  3 ,  - ,0.00%,  1.00 ,  - 
,등심스테이크, ₩ 9 ,  9 ,  1 ,11.11%,  1.33 ,  - 
,등심원육, ₩ 2 ,  3 ,  1 ,33.33%,  1.63 ,  - 
,르통샤퀴테리, ₩ 1 ,  1 ,  - ,0.00%,  1.00 ,  - 
,맛있는소고기부위, ₩ 1 ,  1 ,  - ,0.00%,  1.08 ,  - 
,명절선물도매, ₩ 1 ,  1 ,  1 ,100.00%,  1.23 ,  - 
,명절선물세트, ₩ 117 ,  117 ,  85 ,72.65%,  1.43 ,  - 
,명절선물셋트, ₩ 10 ,  10 ,  9 ,90.00%,  1.81 ,  - 
,명절선물추천, ₩ 20 ,  20 ,  15 ,75.00%,  1.38 ,  - 
,명품한우, ₩ 66 ,  72 ,  23 ,31.94%,  1.00 ,  - 
,명품한우선물세트, ₩ 7 ,  7 ,  2 ,28.57%,  3.69 ,  - 
,명품한우세트, ₩ 2 ,  2 ,  1 ,50.00%,  1.50 ,  - 
,무항생제소고기, ₩ 1 ,  1 ,  - ,0.00%,  1.75 ,  - 
,무항생제한우, ₩ 14 ,  14 ,  10 ,71.43%,  7.00 ,  - 
,바베큐, ₩ 74 ,  75 ,  59 ,78.67%,  1.50 ,  - 
,바베큐고기, ₩ 59 ,  60 ,  41 ,68.33%,  1.00 ,  - 
,바베큐세트, ₩ 47 ,  49 ,  35 ,71.43%,  3.00 ,  - 
,바베큐셋트, ₩ 1 ,  1 ,  - ,0.00%,  2.00 ,  - 
,바베큐소고기, ₩ 2 ,  2 ,  1 ,50.00%,  1.43 ,  - 
,바베큐용고기, ₩ 8 ,  8 ,  6 ,75.00%,  2.79 ,  - 
,바베큐용소고기, ₩ 5 ,  5 ,  5 ,100.00%,  1.52 ,  - 
,백화점설선물, ₩ 3 ,  3 ,  2 ,66.67%,  1.78 ,  - 
,백화점한우선물세트, ₩ 9 ,  9 ,  2 ,22.22%,  2.21 ,  - 
,베이비로인, ₩ 1 ,  1 ,  - ,0.00%,  1.00 ,  - 
,부모님명절선물, ₩ 3 ,  3 ,  2 ,66.67%,  1.65 ,  - 
,부모님새해선물, ₩ 3 ,  3 ,  2 ,66.67%,  1.00 ,  - 
,부모님생신상차림, ₩ 38 ,  39 ,  33 ,84.62%,  2.00 ,  - 
,부모님생일상차림메뉴, ₩ 5 ,  5 ,  5 ,100.00%,  3.30 ,  - 
,부모님설선물, ₩ 6 ,  6 ,  4 ,66.67%,  2.00 ,  - 
,부채살스테이크, ₩ 53 ,  53 ,  41 ,77.36%,  4.00 ,  - 
,불고기, ₩ 9 ,  9 ,  5 ,55.56%,  1.86 ,  - 
,불고기용소고기, ₩ 4 ,  4 ,  4 ,100.00%,  2.37 ,  - 
,비프스테이크, ₩ 15 ,  15 ,  11 ,73.33%,  1.00 ,  - 
,사돈댁명절선물, ₩ 3 ,  2 ,  1 ,50.00%,  1.00 ,  - 
,사돈명절선물, ₩ 1 ,  1 ,  - ,0.00%,  1.50 ,  - 
,사장님선물, ₩ 1 ,  1 ,  1 ,100.00%,  4.35 ,  - 
,살치살, ₩ 110 ,  111 ,  56 ,50.45%,  5.71 ,  - 
,살치살한우, ₩ 1 ,  1 ,  - ,0.00%,  2.50 ,  - 
,새해선물, ₩ 21 ,  21 ,  16 ,76.19%,  6.00 ,  - 
,새해선물세트, ₩ 4 ,  4 ,  2 ,50.00%,  2.17 ,  - 
,생신상, ₩ 8 ,  9 ,  4 ,44.44%,  1.67 ,  - 
,생신상메뉴, ₩ 7 ,  7 ,  7 ,100.00%,  2.81 ,  - 
,생신상차림, ₩ 1 ,  1 ,  1 ,100.00%,  1.25 ,  - 
,생신음식, ₩ 4 ,  4 ,  2 ,50.00%,  3.70 ,  - 
,생일상메뉴, ₩ 15 ,  15 ,  12 ,80.00%,  2.71 ,  - 
,생일상차림, ₩ 21 ,  21 ,  21 ,100.00%,  2.60 ,  - 
,생일상차림메뉴, ₩ 53 ,  53 ,  48 ,90.57%,  1.00 ,  - 
,생일음식, ₩ 16 ,  16 ,  15 ,93.75%,  1.33 ,  - 
,생일잔치음식, ₩ 5 ,  5 ,  5 ,100.00%,  2.50 ,  - 
,생일파티음식, ₩ 2 ,  2 ,  1 ,50.00%,  2.00 ,  - 
,샤토브리앙스테이크, ₩ 1 ,  1 ,  1 ,100.00%,  1.56 ,  - 
,서로인, ₩ 1 ,  1 ,  1 ,100.00%,  3.17 ,  - 
,선물세트, ₩ 187 ,  190 ,  133 ,70.00%,  3.19 ,  - 
,선물세트추천, ₩ 5 ,  5 ,  3 ,60.00%,  6.14 ,  - 
,선물셋트, ₩ 27 ,  27 ,  25 ,92.59%,  1.00 ,  - 
,설날단체선물, ₩ 1 ,  1 ,  1 ,100.00%,  6.50 ,  - 
,설날명절선물, ₩ 2 ,  2 ,  1 ,50.00%,  1.40 ,  - 
,설날부모님선물, ₩ 1 ,  1 ,  - ,0.00%,  1.00 ,  - 
,설날선물, ₩ 41 ,  41 ,  29 ,70.73%,  2.00 ,  - 
,설날선물세트, ₩ 38 ,  40 ,  27 ,67.50%,  1.00 ,  - 
,설날선물세트추천, ₩ 2 ,  2 ,  2 ,100.00%,  2.00 ,  - 
,설날선물셋트, ₩ 1 ,  1 ,  1 ,100.00%,  2.00 ,  - 
,설날선물추천, ₩ 4 ,  5 ,  3 ,60.00%,  1.00 ,  - 
,설날한우, ₩ 5 ,  5 ,  2 ,40.00%,  2.50 ,  - 
,설날한우선물세트, ₩ 2 ,  2 ,  - ,0.00%,  2.59 ,  - 
,설날한우세트, ₩ 2 ,  2 ,  - ,0.00%,  3.00 ,  - 
,설단체선물, ₩ 5 ,  5 ,  3 ,60.00%,  2.00 ,  - 
,설로인고객센터, ₩ 2 ,  2 ,  - ,0.00%,  1.00 ,  - 
,설로인르통, ₩ 9 ,  11 ,  4 ,36.36%,  1.41 ,  - 
,설로인매장, ₩ 1 ,  1 ,  - ,0.00%,  1.50 ,  - 
,설로인샤토브리앙, ₩ 3 ,  4 ,  1 ,25.00%,  2.00 ,  - 
,설로인선물세트, ₩ 54 ,  64 ,  17 ,26.56%,  1.29 ,  - 
,설로인세트, ₩ 1 ,  1 ,  - ,0.00%,  1.96 ,  - 
,설로인스테이크, ₩ 1 ,  1 ,  - ,0.00%,  1.00 ,  - 
,설로인안심, ₩ 6 ,  7 ,  - ,0.00%,  1.00 ,  - 
,설로인이유식, ₩ 1 ,  1 ,  - ,0.00%,  1.86 ,  - 
,설로인채끝, ₩ 2 ,  2 ,  1 ,50.00%,  1.00 ,  - 
,설로인쿠폰, ₩ 1 ,  1 ,  - ,0.00%,  3.33 ,  - 
,설로인한우선물세트, ₩ 1 ,  1 ,  1 ,100.00%,  1.83 ,  - 
,설로인후기, ₩ 2 ,  2 ,  - ,0.00%,  2.14 ,  - 
,설명절선물, ₩ 40 ,  40 ,  29 ,72.50%,  2.50 ,  - 
,설명절선물세트, ₩ 31 ,  31 ,  22 ,70.97%,  3.65 ,  - 
,설명절음식, ₩ 3 ,  3 ,  3 ,100.00%,  1.00 ,  - 
,설선물, ₩ 194 ,  197 ,  137 ,69.54%,  6.83 ,  - 
,설선물세트, ₩ 188 ,  190 ,  120 ,63.16%,  1.17 ,  - 
,설선물세트도매, ₩ 1 ,  1 ,  1 ,100.00%,  2.99 ,  - 
,설선물세트추천, ₩ 75 ,  75 ,  63 ,84.00%,  1.03 ,  - 
,설선물세트한우, ₩ 6 ,  8 ,  - ,0.00%,  1.00 ,  - 
,설선물셋트, ₩ 15 ,  16 ,  12 ,75.00%,  1.00 ,  - 
,설선물추천, ₩ 48 ,  48 ,  33 ,68.75%,  1.00 ,  - 
,설선물한우, ₩ 18 ,  19 ,  5 ,26.32%,  2.00 ,  - 
,설선물한우세트, ₩ 1 ,  1 ,  - ,0.00%,  2.05 ,  - 
,설한우, ₩ 3 ,  3 ,  - ,0.00%,  1.00 ,  - 
,설한우선물, ₩ 1 ,  1 ,  - ,0.00%,  5.00 ,  - 
,설한우선물세트, ₩ 1 ,  1 ,  1 ,100.00%,  1.00 ,  - 
,설한우세트, ₩ 4 ,  4 ,  2 ,50.00%,  2.48 ,  - 
,센스있는명절선물, ₩ 2 ,  2 ,  2 ,100.00%,  1.00 ,  - 
,센스있는설선물, ₩ 7 ,  7 ,  4 ,57.14%,  2.50 ,  - 
,소갈비세트, ₩ 4 ,  4 ,  1 ,25.00%,  1.00 ,  - 
,소고기1++, ₩ 11 ,  11 ,  4 ,36.36%,  1.00 ,  - 
,소고기구이, ₩ 12 ,  12 ,  8 ,66.67%,  1.79 ,  - 
,소고기구이용, ₩ 39 ,  40 ,  21 ,52.50%,  3.25 ,  - 
,소고기국거리, ₩ 7 ,  7 ,  4 ,57.14%,  5.25 ,  - 
,소고기꽃등심, ₩ 8 ,  8 ,  4 ,50.00%,  3.00 ,  - 
,소고기등심, ₩ 37 ,  37 ,  17 ,45.95%,  1.09 ,  - 
,소고기등심가격, ₩ 15 ,  16 ,  9 ,56.25%,  1.95 ,  - 
,소고기등심스테이크, ₩ 1 ,  1 ,  - ,0.00%,  1.00 ,  - 
,소고기등심안심가격, ₩ 1 ,  1 ,  1 ,100.00%,  1.00 ,  - 
,소고기맛있는부위, ₩ 1 ,  1 ,  1 ,100.00%,  8.00 ,  - 
,소고기맛집, ₩ 1 ,  1 ,  1 ,100.00%,  4.67 ,  - 
,소고기모듬, ₩ 4 ,  5 ,  1 ,20.00%,  3.00 ,  - 
,소고기모듬구이, ₩ 1 ,  1 ,  1 ,100.00%,  3.36 ,  - 
,소고기바베큐, ₩ 4 ,  4 ,  1 ,25.00%,  1.84 ,  - 
,소고기배송, ₩ 25 ,  26 ,  10 ,38.46%,  1.25 ,  - 
,소고기부채살, ₩ 16 ,  16 ,  12 ,75.00%,  1.50 ,  - 
,소고기부챗살, ₩ 1 ,  1 ,  1 ,100.00%,  1.50 ,  - 
,소고기사이트, ₩ 21 ,  26 ,  11 ,42.31%,  1.00 ,  - 
,소고기살치살, ₩ 7 ,  8 ,  5 ,62.50%,  1.39 ,  - 
,소고기선물세트, ₩ 121 ,  131 ,  43 ,32.82%,  1.00 ,  - 
,소고기선물셋트, ₩ 2 ,  3 ,  2 ,66.67%,  1.00 ,  - 
,소고기쇼핑몰, ₩ 25 ,  28 ,  12 ,42.86%,  1.33 ,  - 
,소고기스테이크, ₩ 93 ,  95 ,  63 ,66.32%,  1.00 ,  - 
,소고기스테이크만들기, ₩ 1 ,  1 ,  1 ,100.00%,  4.08 ,  - 
,소고기안심, ₩ 7 ,  7 ,  5 ,71.43%,  4.00 ,  - 
,소고기안심가격, ₩ 9 ,  9 ,  6 ,66.67%,  2.00 ,  - 
,소고기안심스테이크, ₩ 13 ,  13 ,  8 ,61.54%,  1.00 ,  - 
,소고기안심요리, ₩ 1 ,  1 ,  1 ,100.00%,  3.00 ,  - 
,소고기양지국거리, ₩ 1 ,  1 ,  - ,0.00%,  2.47 ,  - 
,소고기온라인, ₩ 11 ,  11 ,  3 ,27.27%,  1.60 ,  - 
,소고기이유식, ₩ 4 ,  4 ,  1 ,25.00%,  43.00 ,  - 
,소고기전문, ₩ 1 ,  1 ,  1 ,100.00%,  5.50 ,  - 
,소고기채끝살, ₩ 14 ,  14 ,  7 ,50.00%,  1.00 ,  - 
,소고기토시살, ₩ 17 ,  17 ,  13 ,76.47%,  3.40 ,  - 
,소고기투뿔, ₩ 6 ,  6 ,  4 ,66.67%,  1.00 ,  - 
,소고기파는곳, ₩ 1 ,  1 ,  - ,0.00%,  2.00 ,  - 
,소꼬리, ₩ 25 ,  26 ,  16 ,61.54%,  13.00 ,  - 
,소등심, ₩ 15 ,  15 ,  12 ,80.00%,  4.25 ,  - 
,소등심스테이크, ₩ 1 ,  1 ,  - ,0.00%,  3.00 ,  - 
,소불고기, ₩ 6 ,  6 ,  4 ,66.67%,  7.04 ,  - 
,소안심, ₩ 33 ,  34 ,  26 ,76.47%,  3.00 ,  - 
,소알꼬리, ₩ 1 ,  1 ,  - ,0.00%,  13.00 ,  - 
,소양지, ₩ 2 ,  2 ,  1 ,50.00%,  2.68 ,  - 
,손님상, ₩ 1 ,  1 ,  1 ,100.00%,  4.00 ,  - 
,손님상차림, ₩ 16 ,  16 ,  12 ,75.00%,  1.17 ,  - 
,손님접대음식, ₩ 3 ,  3 ,  3 ,100.00%,  12.00 ,  - 
,손님초대상차림, ₩ 3 ,  3 ,  3 ,100.00%,  2.00 ,  - 
,손님초대요리, ₩ 3 ,  3 ,  2 ,66.67%,  5.00 ,  - 
,수요미식회안심, ₩ 1 ,  1 ,  1 ,100.00%,  2.00 ,  - 
,숙성고기, ₩ 39 ,  43 ,  22 ,51.16%,  7.50 ,  - 
,숙성안심, ₩ 1 ,  1 ,  - ,0.00%,  1.00 ,  - 
,숯불구이고기, ₩ 1 ,  1 ,  1 ,100.00%,  16.00 ,  - 
,숯불구이용소고기, ₩ 1 ,  1 ,  1 ,100.00%,  2.00 ,  - 
,스테이크고기, ₩ 131 ,  136 ,  88 ,64.71%,  4.00 ,  - 
,스테이크고기파는곳, ₩ 2 ,  2 ,  2 ,100.00%,  3.00 ,  - 
,스테이크구매, ₩ 2 ,  2 ,  1 ,50.00%,  1.00 ,  - 
,스테이크굽기, ₩ 6 ,  6 ,  2 ,33.33%,  2.50 ,  - 
,스테이크만드는법, ₩ 1 ,  1 ,  1 ,100.00%,  1.00 ,  - 
,스테이크맛있게굽는법, ₩ 26 ,  27 ,  19 ,70.37%,  1.92 ,  - 
,스테이크선물, ₩ 4 ,  4 ,  4 ,100.00%,  3.00 ,  - 
,스테이크소고기, ₩ 15 ,  15 ,  10 ,66.67%,  1.00 ,  - 
,스테이크쇼핑몰, ₩ 1 ,  1 ,  - ,0.00%,  1.47 ,  - 
,스테이크안심, ₩ 4 ,  4 ,  2 ,50.00%,  1.00 ,  - 
,스테이크요리, ₩ 1 ,  1 ,  - ,0.00%,  1.44 ,  - 
,스테이크용고기, ₩ 34 ,  34 ,  8 ,23.53%,  2.86 ,  - 
,스테이크용등심, ₩ 1 ,  1 ,  - ,0.00%,  1.00 ,  - 
,스테이크용안심, ₩ 18 ,  19 ,  7 ,36.84%,  1.16 ,  - 
,스테이크용한우, ₩ 5 ,  5 ,  3 ,60.00%,  2.07 ,  - 
,스테이크재료, ₩ 8 ,  8 ,  7 ,87.50%,  1.00 ,  - 
,스테이크키트, ₩ 4 ,  4 ,  3 ,75.00%,  1.90 ,  - 
,스테이크한우, ₩ 1 ,  1 ,  - ,0.00%,  6.00 ,  - 
,시댁명절선물, ₩ 4 ,  4 ,  2 ,50.00%,  1.00 ,  - 
,시댁설선물, ₩ 3 ,  3 ,  1 ,33.33%,  1.00 ,  - 
,시부모선물, ₩ 1 ,  1 ,  1 ,100.00%,  1.31 ,  - 
,시어머니생신상, ₩ 19 ,  19 ,  19 ,100.00%,  1.25 ,  - 
,신년선물, ₩ 1 ,  1 ,  - ,0.00%,  7.25 ,  - 
,아기이유식고기, ₩ 1 ,  1 ,  - ,0.00%,  1.53 ,  - 
,아기이유식소고기, ₩ 1 ,  1 ,  - ,0.00%,  1.50 ,  - 
,아기이유식재료, ₩ 1 ,  1 ,  - ,0.00%,  3.85 ,  - 
,안심, ₩ 6 ,  7 ,  2 ,28.57%,  1.00 ,  - 
,안심가격, ₩ 2 ,  2 ,  1 ,50.00%,  4.00 ,  - 
,안심굽는법, ₩ 1 ,  1 ,  1 ,100.00%,  2.26 ,  - 
,안심덩어리, ₩ 12 ,  12 ,  9 ,75.00%,  3.00 ,  - 
,안심이유식, ₩ 1 ,  1 ,  1 ,100.00%,  3.99 ,  - 
,안심추리, ₩ 3 ,  3 ,  2 ,66.67%,  4.00 ,  - 
,안심추천, ₩ 1 ,  1 ,  1 ,100.00%,  2.00 ,  - 
,안심한우, ₩ 6 ,  6 ,  5 ,83.33%,  3.10 ,  - 
,알꼬리, ₩ 33 ,  34 ,  19 ,55.88%,  3.00 ,  - 
,알등심, ₩ 2 ,  2 ,  1 ,50.00%,  1.00 ,  - 
,야외바베큐, ₩ 17 ,  18 ,  15 ,83.33%,  2.00 ,  - 
,양지고기, ₩ 2 ,  2 ,  2 ,100.00%,  1.00 ,  - 
,양지살, ₩ 1 ,  1 ,  1 ,100.00%,  1.00 ,  - 
,어르신명절선물, ₩ 1 ,  1 ,  1 ,100.00%,  2.38 ,  - 
,어르신설선물, ₩ 1 ,  1 ,  - ,0.00%,  5.67 ,  - 
,여행고기, ₩ 1 ,  1 ,  1 ,100.00%,  16.00 ,  - 
,예비시댁명절선물, ₩ 1 ,  1 ,  1 ,100.00%,  1.00 ,  - 
,예비시댁선물, ₩ 1 ,  1 ,  1 ,100.00%,  1.00 ,  - 
,예비시댁설선물, ₩ 4 ,  4 ,  3 ,75.00%,  1.75 ,  - 
,유아소고기, ₩ 1 ,  1 ,  - ,0.00%,  2.00 ,  - 
,육우등심, ₩ 19 ,  21 ,  17 ,80.95%,  3.75 ,  - 
,육우안심, ₩ 15 ,  16 ,  13 ,81.25%,  1.00 ,  - 
,육우채끝, ₩ 9 ,  9 ,  2 ,22.22%,  3.31 ,  - 
,이베리코등심, ₩ 2 ,  2 ,  1 ,50.00%,  1.00 ,  - 
,이유식고기, ₩ 2 ,  2 ,  1 ,50.00%,  1.44 ,  - 
,이유식안심, ₩ 2 ,  2 ,  - ,0.00%,  2.50 ,  - 
,이유식용소고기, ₩ 4 ,  4 ,  - ,0.00%,  3.96 ,  - 
,이유식우둔살, ₩ 1 ,  1 ,  - ,0.00%,  3.52 ,  - 
,이유식재료, ₩ 8 ,  9 ,  6 ,66.67%,  1.54 ,  - 
,이유식한우, ₩ 10 ,  10 ,  1 ,10.00%,  3.25 ,  - 
,임직원명절선물, ₩ 1 ,  1 ,  1 ,100.00%,  5.50 ,  - 
,잔치상, ₩ 4 ,  4 ,  4 ,100.00%,  2.50 ,  - 
,잔치음식, ₩ 23 ,  24 ,  23 ,95.83%,  2.82 ,  - 
,장조림고기, ₩ 2 ,  2 ,  2 ,100.00%,  1.17 ,  - 
,장조림용소고기, ₩ 2 ,  2 ,  1 ,50.00%,  2.39 ,  - 
,정육선물세트, ₩ 6 ,  6 ,  2 ,33.33%,  2.45 ,  - 
,중기소고기이유식, ₩ 1 ,  1 ,  1 ,100.00%,  3.00 ,  - 
,중기이유식소고기, ₩ 1 ,  1 ,  - ,0.00%,  3.13 ,  - 
,직원명절선물, ₩ 7 ,  7 ,  5 ,71.43%,  1.00 ,  - 
,직원선물, ₩ 2 ,  2 ,  2 ,100.00%,  2.06 ,  - 
,직원선물세트, ₩ 3 ,  3 ,  2 ,66.67%,  1.00 ,  - 
,직원설선물, ₩ 2 ,  2 ,  1 ,50.00%,  1.38 ,  - 
,직장선물, ₩ 5 ,  5 ,  4 ,80.00%,  1.00 ,  - 
,직장인선물, ₩ 1 ,  1 ,  1 ,100.00%,  2.33 ,  - 
,집들이메뉴, ₩ 3 ,  3 ,  2 ,66.67%,  2.50 ,  - 
,집들이상차림, ₩ 1 ,  1 ,  1 ,100.00%,  6.29 ,  - 
,집들이음식, ₩ 60 ,  61 ,  49 ,80.33%,  1.00 ,  - 
,집들이음식메뉴추천, ₩ 13 ,  13 ,  11 ,84.62%,  1.00 ,  - 
,집에서스테이크, ₩ 4 ,  4 ,  3 ,75.00%,  2.33 ,  - 
,찹스테이크, ₩ 3 ,  3 ,  1 ,33.33%,  3.85 ,  - 
,채끝, ₩ 10 ,  11 ,  2 ,18.18%,  3.47 ,  - 
,채끝등심스테이크, ₩ 2 ,  2 ,  1 ,50.00%,  3.39 ,  - 
,채끝살, ₩ 76 ,  76 ,  41 ,53.95%,  2.75 ,  - 
,채끝살가격, ₩ 6 ,  6 ,  5 ,83.33%,  1.00 ,  - 
,채끝살스테이크, ₩ 7 ,  8 ,  4 ,50.00%,  1.00 ,  - 
,초기소고기이유식, ₩ 11 ,  11 ,  6 ,54.55%,  1.66 ,  - 
,초기이유식소고기, ₩ 7 ,  8 ,  4 ,50.00%,  5.31 ,  - 
,큐브스테이크, ₩ 1 ,  1 ,  1 ,100.00%,  3.44 ,  - 
,토시살, ₩ 16 ,  16 ,  13 ,81.25%,  1.37 ,  - 
,투뿔등심, ₩ 6 ,  6 ,  - ,0.00%,  2.00 ,  - 
,특별한명절선물, ₩ 5 ,  5 ,  3 ,60.00%,  3.88 ,  - 
,펜션고기, ₩ 2 ,  2 ,  2 ,100.00%,  8.09 ,  - 
,프라임등심, ₩ 5 ,  5 ,  2 ,40.00%,  2.33 ,  - 
