"캠페인보고서(2021.10.01.~2021.12.31.),colosseumkr:naver",,,,,,,,,,,,,
캠페인유형,캠페인,광고그룹,소재,키워드,노출수,클릭수,클릭률(%),"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",평균노출순위,전환수,전환율(%),전환당비용(원)
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,중국해외직구,70,0,0,0,0,5.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,책배송대행,1,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,캐나다배송대행,103,0,0,0,0,3.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,타오바오대행,260,0,0,0,0,3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,타오바오배대지,599,0,0,0,0,6.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,타오바오배송기간,148,0,0,0,0,2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,타오바오배송대행,40,0,0,0,0,8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,포워딩업체,13,0,0,0,0,10,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,한국배송대행,5,0,0,0,0,13.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,한국에서중국택배,11,0,0,0,0,13.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해상배송대행,1,0,0,0,0,3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외구매대행사이트,11,0,0,0,0,14.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외물류,101,0,0,0,0,15.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외물류대행,206,0,0,0,0,4.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외물류비용,208,0,0,0,0,13.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외물류업체,213,0,0,0,0,5.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외배송,"2,827",0,0,0,0,3.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외배송구매대행,3,0,0,0,0,7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외배송대행,128,0,0,0,0,17,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외배송대행업체,5,0,0,0,0,7.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외배송업체,331,0,0,0,0,6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외소싱,8,0,0,0,0,7.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외쇼핑,17,0,0,0,0,5.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외역직구,72,2,2.78,462,924,2.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외운송,203,0,0,0,0,13.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외운송업체,153,0,0,0,0,10.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외직구대행,39,0,0,0,0,10.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외직구물류,2,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외직구배송대행,16,0,0,0,0,4.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외직판,10,0,0,0,0,3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외특송,26,0,0,0,0,12.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외판매,3,0,0,0,0,21,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,해외판매대행,4,0,0,0,0,20.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,향수배송대행,2,0,0,0,0,3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214956,홍콩배송대행,25,0,0,0,0,2.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,DROPSHIPPING,106,0,0,0,0,1.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,국제배송,6,0,0,0,0,6.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,국제택배,80,0,0,0,0,10.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,다판다중국,26,0,0,0,0,1.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,도매업,5,0,0,0,0,17.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,독일배송대행업체,8,0,0,0,0,2.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,드랍쉬핑,18,0,0,0,0,13.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,드랍쉬핑업체,1,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,드롭쉬핑,49,0,0,0,0,2.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,무역대행,10,0,0,0,0,14.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,미국배송대행,6,0,0,0,0,41,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,미국역직구,5,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,삼성첼로스퀘어,3,0,0,0,0,2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,샤오홍슈,84,0,0,0,0,12.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,수출물류,236,0,0,0,0,5.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,아마존대행,292,0,0,0,0,15.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,아마존배송대행,256,0,0,0,0,15.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,아마존샐러,3,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,악세서리도매,5,0,0,0,0,14.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,알리바바구매대행,53,0,0,0,0,6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,알리바바구매방법,72,0,0,0,0,6.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,알리바바대행,5,0,0,0,0,8.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,알리바바배대지,48,0,0,0,0,8.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,알리바바직구,96,0,0,0,0,7.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,역직구,200,0,0,0,0,8.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,역직구물류,10,2,20,198,396,1.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,역직구배송,9,0,0,0,0,1.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,역직구업체,1,0,0,0,0,2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,왕홍,235,0,0,0,0,10.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,위샤오,40,0,0,0,0,2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,위탁배송,42,0,0,0,0,11.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,위탁판매사이트,37,0,0,0,0,17.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,일본물류대행,3,0,0,0,0,8.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,일본배송대행업체,6,0,0,0,0,11,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,일본역직구,25,1,4,77,77,3.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국구매대행추천,34,0,0,0,0,12.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국무역대행,39,0,0,0,0,12,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국배송대행,112,0,0,0,0,20.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국배송대행업체,4,0,0,0,0,13.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국배송대행지,49,1,2.05,528,528,15.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국수입대행,2,0,0,0,0,34.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국수입대행업체,1,0,0,0,0,7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국에서한국으로택배,57,0,0,0,0,2.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국역직구,50,0,0,0,0,4.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국택배,125,0,0,0,0,11.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국특송,21,0,0,0,0,14,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,중국해외직구,68,0,0,0,0,6.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,책배송대행,2,0,0,0,0,2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,캐나다배송대행,83,0,0,0,0,3.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,타오바오대행,236,0,0,0,0,3.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,타오바오배대지,550,1,0.19,"1,727","1,727",6.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,타오바오배송기간,128,0,0,0,0,2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,타오바오배송대행,26,0,0,0,0,8.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,타오바오주문방법,1,0,0,0,0,19,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,포워딩업체,12,0,0,0,0,10,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,한국배송대행,3,0,0,0,0,14,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,한국에서중국택배,10,0,0,0,0,14.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해상배송대행,3,0,0,0,0,2.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외구매대행사이트,12,0,0,0,0,16.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외물류,104,0,0,0,0,16.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외물류대행,214,0,0,0,0,4.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외물류비용,194,0,0,0,0,13.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외물류업체,200,0,0,0,0,5.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외배송,"2,682",6,0.23,"1,333","7,997",3.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외배송구매대행,1,0,0,0,0,12,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외배송대행,133,0,0,0,0,17.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외배송대행업체,12,0,0,0,0,8.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외배송업체,335,0,0,0,0,6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외소싱,7,0,0,0,0,6.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외쇼핑,19,0,0,0,0,6.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외역직구,53,0,0,0,0,2.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외운송,197,0,0,0,0,13.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외운송업체,134,0,0,0,0,10.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외직구대행,43,0,0,0,0,11.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외직구물류,3,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외직구배송대행,15,0,0,0,0,5.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외직판,4,0,0,0,0,3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외특송,22,0,0,0,0,11.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외판매,4,1,25,704,704,21.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,해외판매대행,3,2,66.67,341,682,21.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,향수배송대행,2,0,0,0,0,3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214983,홍콩배송대행,34,0,0,0,0,2.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,DROPSHIPPING,432,3,0.7,253,759,1.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,국제배송,4,0,0,0,0,8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,국제택배,169,0,0,0,0,9.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,다판다중국,77,0,0,0,0,1.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,도매업,3,0,0,0,0,14.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,독일배송대행업체,14,0,0,0,0,3.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,드랍쉬핑,65,0,0,0,0,14.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,드랍쉬핑업체,1,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,드롭쉬핑,151,0,0,0,0,2.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,무역대행,72,0,0,0,0,13.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,미국배송대행,31,0,0,0,0,40.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,미국배송대행사이트,3,0,0,0,0,13.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,미국배송대행업체,10,0,0,0,0,15,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,미국역직구,25,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,삼성첼로스퀘어,17,0,0,0,0,2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,샤오홍슈,460,0,0,0,0,12.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,수출물류,481,0,0,0,0,4.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,아마존대행,830,1,0.13,847,847,14.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,아마존배송대행,726,0,0,0,0,16.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,아마존샐러,11,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,악세서리도매,7,1,14.29,506,506,13.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,알리바바구매대행,638,0,0,0,0,4.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,알리바바구매방법,203,0,0,0,0,4.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,알리바바대행,25,0,0,0,0,6.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,알리바바배대지,142,0,0,0,0,11,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,알리바바직구,307,0,0,0,0,8.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,역직구,921,1,0.11,627,627,7.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,역직구물류,13,0,0,0,0,1.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,역직구배송,30,0,0,0,0,1.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,역직구사이트,5,0,0,0,0,12.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,역직구업체,7,0,0,0,0,2.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,왕홍,"1,686",0,0,0,0,9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,위샤오,388,0,0,0,0,2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,위탁배송,162,0,0,0,0,12.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,위탁판매사이트,150,0,0,0,0,22.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,일본물류대행,8,0,0,0,0,8.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,일본배송대행업체,29,0,0,0,0,11.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,일본역직구,133,1,0.76,352,352,2.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국구매대행추천,110,0,0,0,0,9.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국무역대행,238,0,0,0,0,6.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국배송대행,373,0,0,0,0,19.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국배송대행업체,24,0,0,0,0,7.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국배송대행지,80,1,1.25,506,506,16.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국수입대행,17,0,0,0,0,50.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국수입대행업체,11,0,0,0,0,29.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국에서한국으로택배,87,0,0,0,0,3.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국역직구,222,0,0,0,0,4.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국직구대행,14,0,0,0,0,10.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국택배,533,1,0.19,715,715,9.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국특송,123,0,0,0,0,12.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,중국해외직구,152,0,0,0,0,10.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,책배송대행,8,0,0,0,0,2.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,캐나다배송대행,443,0,0,0,0,3.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,타오바오대행,"1,048",0,0,0,0,2.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,타오바오배대지,"1,880",0,0,0,0,6.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,타오바오배송기간,617,0,0,0,0,2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,타오바오배송대행,131,0,0,0,0,8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,타오바오주문방법,1,0,0,0,0,13,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,포워딩업체,14,0,0,0,0,10.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,한국배송대행,9,0,0,0,0,13.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,한국에서중국택배,46,0,0,0,0,11,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해상배송대행,6,0,0,0,0,4.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외구매대행사이트,85,0,0,0,0,13.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외물류,436,0,0,0,0,16.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외물류대행,753,0,0,0,0,5.6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외물류비용,299,0,0,0,0,12.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외물류업체,592,0,0,0,0,4.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외배송,"2,930",9,0.31,"1,220","10,978",4.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외배송구매대행,21,0,0,0,0,5.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외배송대행,514,2,0.39,820,"1,639",16.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외배송대행업체,31,0,0,0,0,9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외배송업체,"1,012",0,0,0,0,5.2,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외소싱,44,1,2.28,99,99,7.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외쇼핑,39,1,2.57,77,77,10.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외역직구,271,0,0,0,0,2.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외운송,802,0,0,0,0,14.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외운송업체,378,0,0,0,0,11.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외직구대행,269,0,0,0,0,11.9,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외직구물류,14,0,0,0,0,1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외직구배송대행,60,1,1.67,781,781,6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외직판,56,0,0,0,0,5.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외특송,97,1,1.04,473,473,12.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외판매,493,3,0.61,803,"2,409",19.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,해외판매대행,8,0,0,0,0,19.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,향수배송대행,6,0,0,0,0,2.8,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152214993,홍콩배송대행,159,1,0.63,209,209,2.1,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152215155,DROPSHIPPING,137,0,0,0,0,1.5,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152215155,국제배송,2,0,0,0,0,6,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152215155,국제택배,72,0,0,0,0,9.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152215155,다판다중국,16,0,0,0,0,1.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152215155,도매업,2,0,0,0,0,16,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152215155,독일배송대행업체,7,0,0,0,0,9.4,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152215155,드랍쉬핑,19,0,0,0,0,13.3,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152215155,드롭쉬핑,46,0,0,0,0,2.7,0,0,0
파워링크,2_주력 상품,②_드랍쉬핑,nad-a001-01-000000152215155,무역대행,27,1,3.71,"1,958","1,958",11.1,0,0,0
