검색어,캠페인,클릭수,비용,CPC,사용자,세션,이탈률,세션당 페이지수,문의하기 완료(유효성체크완료) (목표 5 전환율),문의하기 완료(유효성체크완료) (목표 5 완료 수)
박스 구하는 곳,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
박스 구하는 곳,3_비주력 상품,1,241.00,241.00,0,0,0.00%,0.00,0.00%,0
박스 유통,②_택배,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
반 포장 이사 이사 마스터,①_풀필먼트,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
반 포장 이사 이사 마스터,2_주력 상품,1,248.00,248.00,0,0,0.00%,0.00,0.00%,0
반값 택배 받는 법,3_비주력 상품,1,297.00,297.00,0,0,0.00%,0.00,0.00%,0
반도체 물류 시스템,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
반도체 물류 시스템,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
반택,3_비주력 상품,1,290.00,290.00,0,0,0.00%,0.00,0.00%,0
반품 가전 제품,①_풀필먼트,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
반품 가전 제품,2_주력 상품,2,505.00,252.50,0,0,0.00%,0.00,0.00%,0
반품 사이트,2_주력 상품,1,53.00,53.00,1,1,0.00%,3.00,0.00%,0
반품 상품,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
반품 상품,2_주력 상품,2,81.00,40.50,1,1,100.00%,1.00,0.00%,0
반품 하는 법,3_비주력 상품,2,587.00,293.50,0,0,0.00%,0.00,0.00%,0
발레 바 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
발송 완료,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
발송 완료,3_비주력 상품,1,500.00,500.00,0,0,0.00%,0.00,0.00%,0
발주 시스템,2_주력 상품,1,253.00,253.00,0,0,0.00%,0.00,0.00%,0
발주 시스템 개선,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
발포 지,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
발포 지,3_비주력 상품,2,252.00,126.00,0,0,0.00%,0.00,0.00%,0
밥 냉동 보관,2_주력 상품,1,251.00,251.00,0,0,0.00%,0.00,0.00%,0
방산 시장,2_주력 상품,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
방진 의류 교체 및 물류 지원,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배 대지 사업,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배 대지 사업,2_주력 상품,1,234.00,234.00,0,0,0.00%,0.00,0.00%,0
배 대지 솔루션,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배 보관 방법,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배 보관 방법,2_주력 상품,1,242.00,242.00,0,0,0.00%,0.00,0.00%,0
배송,3_비주력 상품,2,581.00,290.50,1,2,0.00%,3.00,0.00%,0
배송 관리 시스템,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송 관리 시스템,2_주력 상품,1,276.00,276.00,0,0,0.00%,0.00,0.00%,0
배송 기 사용 서비스 개발,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송 기사 별로 프로그램,②_택배,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
배송 기일,3_비주력 상품,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
배송 대행 지,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
배송 대행 지,2_주력 상품,1,245.00,245.00,0,0,0.00%,0.00,0.00%,0
배송 방법,2_주력 상품,1,298.00,298.00,1,1,100.00%,1.00,0.00%,0
배송 보내는 법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송 솔루션 소프트웨어,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
배송 스타트 업,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송 스타트 업,2_주력 상품,1,268.00,268.00,0,0,0.00%,0.00,0.00%,0
배송 의뢰 프로그램,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송 의정석,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송 의정석,3_비주력 상품,1,239.00,239.00,0,0,0.00%,0.00,0.00%,0
배송 전자 제품,②_택배,0,0.00,0.00,18,19,78.95%,1.37,0.00%,0
배송 전자 제품,3_비주력 상품,19,6001.00,315.84,0,0,0.00%,0.00,0.00%,0
배송 전자 제품 해외,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송 전자 제품 해외,3_비주력 상품,1,197.00,197.00,0,0,0.00%,0.00,0.00%,0
배송 조회,②_택배,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
배송 조회,3_비주력 상품,2,952.00,476.00,0,0,0.00%,0.00,0.00%,0
배송 좋,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송 좋,3_비주력 상품,1,510.00,510.00,0,0,0.00%,0.00,0.00%,0
배송 추적 솔루션,②_택배,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
배송 콜로세움,②_택배,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
배송 터미널,3_비주력 상품,1,58.00,58.00,0,0,0.00%,0.00,0.00%,0
배송비,3_비주력 상품,2,952.00,476.00,1,1,0.00%,2.00,0.00%,0
배송비 무료,2_주력 상품,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송비 없는,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배송비 옶는,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배추 보관 방법,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
배추 보관 방법,2_주력 상품,1,275.00,275.00,0,0,0.00%,0.00,0.00%,0
배추 저온 창고 iot 자동화 에 관한 연구,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
배터리 수입 대행,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
백석동 쇼핑몰 택배 대행,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
버섯 보관 방법,2_주력 상품,1,274.00,274.00,0,0,0.00%,0.00,0.00%,0
버섯 보관 방법,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
버섯 선물 세트 해외 배송,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
번개 장터 택배 보내기,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
번개 장터 택배 보내기,3_비주력 상품,1,294.00,294.00,0,0,0.00%,0.00,0.00%,0
벌초 왕 빠른 배송,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
벌초 왕 빠른 배송,2_주력 상품,1,47.00,47.00,0,0,0.00%,0.00,0.00%,0
법인 연계 배송 서비스,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
베어브릭 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
베이비 돌 옷 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
베트남 냉동 창고업,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
베트남 무역 대행,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
베트남 무역 대행,2_주력 상품,1,218.00,218.00,0,0,0.00%,0.00,0.00%,0
베트남 물류,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
베트남 물류,2_주력 상품,1,281.00,281.00,0,0,0.00%,0.00,0.00%,0
베트남 수출,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
베트남 수출,2_주력 상품,1,284.00,284.00,0,0,0.00%,0.00,0.00%,0
베트남 직구 쇼핑몰,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
베트남 직구 쇼핑몰,2_주력 상품,1,292.00,292.00,0,0,0.00%,0.00,0.00%,0
베트남 콜드 체인,2_주력 상품,2,506.00,253.00,0,0,0.00%,0.00,0.00%,0
베트남 콜드 체인,④_냉장냉동,0,0.00,0.00,2,2,0.00%,4.00,0.00%,0
벨크로 라벨 카터기 중국 제품 직구,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,6.00,0.00%,0
벨트 도매,②_드랍쉬핑,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
벨트 도매,2_주력 상품,2,441.00,220.50,0,0,0.00%,0.00,0.00%,0
병원 3 자 물류 시스템,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
병원 구매 관리,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
병원 구매 관리,2_주력 상품,1,291.00,291.00,0,0,0.00%,0.00,0.00%,0
병원 물류 관리 시스템,2_주력 상품,1,211.00,211.00,0,0,0.00%,0.00,0.00%,0
병원 통합 물류 시스템,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
보관,①_풀필먼트,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
보관,2_주력 상품,3,816.00,272.00,3,3,100.00%,1.00,0.00%,0
보관 됩니다,2_주력 상품,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
보관 을,①_풀필먼트,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
보관 을,2_주력 상품,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
보관 하게,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
보관 합니다,2_주력 상품,4,974.00,243.50,1,1,0.00%,9.00,0.00%,0
보냉 택배 박스,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
보라 티알 물류 대행,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
보보 쇼즈 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
보성 포장 산업,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
보세 창고,3_비주력 상품,1,155.00,155.00,0,0,0.00%,0.00,0.00%,0
보세 창고 운영,①_창고,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
보세 창고 운영,3_비주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
보스턴백 해외 직구,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
보온 박스,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
보온 박스,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
보웬 도매가,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
보이시 핑 외국 이란 택배 금계,②_택배,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
보자기 예쁘게 묶는 법,①_풀필먼트,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
보자기 예쁘게 묶는 법,2_주력 상품,4,1063.00,265.75,0,0,0.00%,0.00,0.00%,0
복층 창고,2_주력 상품,1,290.00,290.00,0,0,0.00%,0.00,0.00%,0
복층 창고,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
복합 물류 터미널,2_주력 상품,3,357.00,119.00,0,0,0.00%,0.00,0.00%,0
볼로 레,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
볼로 레,2_주력 상품,1,250.00,250.00,0,0,0.00%,0.00,0.00%,0
볼로 레 로지스틱스,2_주력 상품,1,297.00,297.00,0,0,0.00%,0.00,0.00%,0
부산 공장 매매,3_비주력 상품,1,285.00,285.00,0,0,0.00%,0.00,0.00%,0
부산 냉동 냉장 창고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부산 냉동 창고,2_주력 상품,2,526.00,263.00,0,0,0.00%,0.00,0.00%,0
부산 냉동 창고,④_냉장냉동,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
부산 냉동 창고 공사,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부산 냉장 창고 수입 과일 보관,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부산 당일 배송 업체,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부산 마켓 컬리 물류 거점,④_냉장냉동,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
부산 물류 단지,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부산 슈퍼 물류 도매 유통,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부산 신자유 물류,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부산 신항 위험물 창고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부산 이사 이사 마스터,①_풀필먼트,0,0.00,0.00,8,8,100.00%,1.00,0.00%,0
부산 이사 이사 마스터,2_주력 상품,6,1491.00,248.50,1,1,100.00%,1.00,0.00%,0
부산 창고,①_창고,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
부산 창고,3_비주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
부산 콜드 체인,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부산 풀필 먼트,①_풀필먼트,0,0.00,0.00,1,1,0.00%,17.00,0.00%,0
부천 냉동 3pl,①_창고,0,0.00,0.00,1,1,0.00%,7.00,0.00%,0
부천 중국 물류 취급소,②_택배,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
부천 지하철 퀵,3_비주력 상품,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부평 물류 센터,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
부평 물류 센터,2_주력 상품,1,264.00,264.00,0,0,0.00%,0.00,0.00%,0
부평 물류 센터,3_비주력 상품,2,560.00,280.00,0,0,0.00%,0.00,0.00%,0
분당 모드 니 창고 형 매장 가는 길,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
브 램블 베리,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
브 램블 베리,2_주력 상품,2,550.00,275.00,0,0,0.00%,0.00,0.00%,0
브랜디 물류 센터,3_비주력 상품,1,285.00,285.00,0,0,0.00%,0.00,0.00%,0
블랙 야크 이월 상품 패딩,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
블랙 야크 이월 상품 패딩,2_주력 상품,1,234.00,234.00,0,0,0.00%,0.00,0.00%,0
블랙 프라이데이,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
블랙 프라이데이,2_주력 상품,2,575.00,287.50,0,0,0.00%,0.00,0.00%,0
블랙 프라이데이 2020 아마존,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
블랙 프라이데이 2020 아마존,2_주력 상품,1,274.00,274.00,0,0,0.00%,0.00,0.00%,0
블랙 프라이데이 아마존,②_드랍쉬핑,0,0.00,0.00,6,6,100.00%,1.00,0.00%,0
블랙 프라이데이 아마존,2_주력 상품,6,1714.00,285.67,0,0,0.00%,0.00,0.00%,0
블록 체인 물류,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
블록 체인 물류,2_주력 상품,1,268.00,268.00,0,0,0.00%,0.00,0.00%,0
블록 체인 물류 적용 사례,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
블록 체인 물류 한계,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
블프 직구 사이트,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
블프 직구 사이트,2_주력 상품,1,283.00,283.00,0,0,0.00%,0.00,0.00%,0
비 대면 물류 로봇 특허 동향,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
비 아이디 씨,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
비 아이디 씨,2_주력 상품,1,188.00,188.00,0,0,0.00%,0.00,0.00%,0
비닐 보관,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
비닐 시트 제조 및 공급 업체 naver com,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
비닐 제조업체,2_주력 상품,1,198.00,198.00,0,0,0.00%,0.00,0.00%,0
비바 무역,2_주력 상품,1,182.00,182.00,0,0,0.00%,0.00,0.00%,0
비엔 logistics là công ty vân chuyển gì,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
비즈 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
비즈 도매,2_주력 상품,1,225.00,225.00,0,0,0.00%,0.00,0.00%,0
비트 보관 방법,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
비트 보관 방법,2_주력 상품,1,234.00,234.00,0,0,0.00%,0.00,0.00%,0
비트 코인 구매 대행,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
비트 코인 구매 대행,2_주력 상품,1,207.00,207.00,0,0,0.00%,0.00,0.00%,0
빙그레 물류,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
빠레트,3_비주력 상품,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
빵 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
빵 도매,2_주력 상품,1,230.00,230.00,0,0,0.00%,0.00,0.00%,0
뽁뽁이 만드는 과정,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
뽁뽁이 붙이는 방법,③_기타,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
뽁뽁이 붙이는 방법,3_비주력 상품,2,545.00,272.50,0,0,0.00%,0.00,0.00%,0
뽁뽁이 비닐,2_주력 상품,1,189.00,189.00,0,0,0.00%,0.00,0.00%,0
뽁뽁이 제거,②_택배,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
뽁뽁이 제거,3_비주력 상품,1,286.00,286.00,0,0,0.00%,0.00,0.00%,0
뽁뽁이 포장법,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
사과 깎아서 보관,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
사과 보관 하는 방법,①_풀필먼트,0,0.00,0.00,6,7,100.00%,1.00,0.00%,0
사과 보관 하는 방법,2_주력 상품,9,2055.00,228.33,0,0,0.00%,0.00,0.00%,0
사과 오래 보관 하는 방법,2_주력 상품,1,225.00,225.00,0,0,0.00%,0.00,0.00%,0
사과 저장 방법,①_풀필먼트,0,0.00,0.00,4,4,75.00%,1.25,0.00%,0
사과 저장 방법,2_주력 상품,4,982.00,245.50,0,0,0.00%,0.00,0.00%,0
사과 저장고 파레트 가격,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
사과 택배 포장,3_비주력 상품,1,270.00,270.00,0,0,0.00%,0.00,0.00%,0
사료 창고,①_창고,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
사무실 이전 이사 마스터,①_풀필먼트,0,0.00,0.00,12,12,100.00%,1.00,0.00%,0
사무실 이전 이사 마스터,2_주력 상품,8,1953.00,244.13,1,1,100.00%,1.00,0.00%,0
사물 인터넷 물류 센터 사례,①_풀필먼트,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
사방,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
사방,2_주력 상품,1,124.00,124.00,0,0,0.00%,0.00,0.00%,0
사업자 마트 물류,①_풀필먼트,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
사업자 전용 배 대지,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
사우나 용품 도매,2_주력 상품,1,250.00,250.00,0,0,0.00%,0.00,0.00%,0
사탕 도매,2_주력 상품,1,299.00,299.00,0,0,0.00%,0.00,0.00%,0
산리오 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
산리오 도매,2_주력 상품,1,181.00,181.00,0,0,0.00%,0.00,0.00%,0
산지 직송 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
삼성 가정용 냉동고,2_주력 상품,1,209.00,209.00,0,0,0.00%,0.00,0.00%,0
삼성 가정용 냉동고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
삼성 냉동고,2_주력 상품,1,253.00,253.00,0,0,0.00%,0.00,0.00%,0
삼성 냉동고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
삼성 물류 기계,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
삼성 물류 기계,2_주력 상품,1,128.00,128.00,0,0,0.00%,0.00,0.00%,0
삼성 웰 스토리 평택 물류 센터,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
삼성 해외 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
삼성 해외 직구,2_주력 상품,1,236.00,236.00,0,0,0.00%,0.00,0.00%,0
삼씨 세끼 밀 키트,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
삼진 냉장,2_주력 상품,1,252.00,252.00,0,0,0.00%,0.00,0.00%,0
삼진 냉장,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상온,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상온,3_비주력 상품,1,299.00,299.00,0,0,0.00%,0.00,0.00%,0
상온 물류 센터 공조 방식,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상자 파는 곳,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상자 파는 곳,3_비주력 상품,1,236.00,236.00,0,0,0.00%,0.00,0.00%,0
상자 포장 하는 법,2_주력 상품,1,204.00,204.00,0,0,0.00%,0.00,0.00%,0
상추 박스,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품,①_풀필먼트,0,0.00,0.00,98,102,95.10%,1.07,0.00%,0
상품,2_주력 상품,111,20366.00,183.48,6,6,66.67%,1.67,0.00%,0
상품 관리 번호,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품 교환 요청 의 쓰기,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품 배송 에 대한 라이센스 를 얻을 수 있는 곳,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품 주문시 자산 이 아용 되었다,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품 중개업,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품 중개업,2_주력 상품,1,278.00,278.00,0,0,0.00%,0.00,0.00%,0
상품 추적 시스템 회사,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품 코드 133732896,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품 협찬,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품명,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
상품명,3_비주력 상품,1,276.00,276.00,0,0,0.00%,0.00,0.00%,0
상하차,2_주력 상품,4,1063.00,265.75,0,0,0.00%,0.00,0.00%,0
상하차,②_택배,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
상하차,③_기타,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
상하차,3_비주력 상품,46,13648.00,296.70,0,0,0.00%,0.00,0.00%,0
상하차 시스템 기게,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
새로운 물류 시스텀,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
새벽 배송,2_주력 상품,2,554.00,277.00,0,0,0.00%,0.00,0.00%,0
새벽 배송,④_냉장냉동,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
새벽 배송 기사,②_택배,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
새벽 배송 기사,3_비주력 상품,1,295.00,295.00,0,0,0.00%,0.00,0.00%,0
새벽 배송 문제점,2_주력 상품,1,282.00,282.00,0,0,0.00%,0.00,0.00%,0
새벽 배송 문제점,④_냉장냉동,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
새벽 배송 시스템,④_냉장냉동,0,0.00,0.00,1,1,0.00%,7.00,0.00%,0
새벽 배송 시장 점유율,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
새벽 배송 업체 순위,2_주력 상품,1,276.00,276.00,0,0,0.00%,0.00,0.00%,0
새벽 배송 업체 순위,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
새벽 배송 콜드 체인,④_냉장냉동,0,0.00,0.00,1,1,0.00%,6.00,0.00%,0
새벽 배송 회사 차로 하나,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
새우 젓갈 보관,2_주력 상품,1,286.00,286.00,0,0,0.00%,0.00,0.00%,0
새우 젓갈 보관,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
새우젓 보관 방법,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
새우젓 보관 방법,2_주력 상품,1,209.00,209.00,0,0,0.00%,0.00,0.00%,0
새우젓 보관법,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
새우젓 보관법,2_주력 상품,1,238.00,238.00,0,0,0.00%,0.00,0.00%,0
색깔 스티로폼 박스,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
샌드위치 택배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
샐 플러스,3_비주력 상품,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
샘플 통관,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
샘플 통관,2_주력 상품,1,199.00,199.00,0,0,0.00%,0.00,0.00%,0
생 연어 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
생 연어 도매,2_주력 상품,1,185.00,185.00,0,0,0.00%,0.00,0.00%,0
생 족발 도매,2_주력 상품,1,251.00,251.00,0,0,0.00%,0.00,0.00%,0
생강 보관 방법,①_풀필먼트,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
생강 보관 방법,2_주력 상품,3,610.00,203.33,0,0,0.00%,0.00,0.00%,0
생강 보관 온도,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
생강 보관 온도,2_주력 상품,1,229.00,229.00,0,0,0.00%,0.00,0.00%,0
생강 보관 하는 방법,2_주력 상품,1,265.00,265.00,0,0,0.00%,0.00,0.00%,0
생강 보관 하는 법,①_풀필먼트,0,0.00,0.00,29,32,90.63%,1.13,0.00%,0
생강 보관 하는 법,2_주력 상품,49,10912.00,222.69,0,0,0.00%,0.00,0.00%,0
생강 저장,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
생강 저장,2_주력 상품,1,223.00,223.00,0,0,0.00%,0.00,0.00%,0
생강 저장 방법,①_풀필먼트,0,0.00,0.00,2,2,50.00%,4.50,0.00%,0
생강 저장 방법,2_주력 상품,4,794.00,198.50,0,0,0.00%,0.00,0.00%,0
생산 기준 정보,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
